,tconst,startYear,runtimeMinutes,directors,writers,nconst,title,distributor,domestic_revenue,opening_revenue,opening_theaters,budget,mpaa,genres,release_date
0,tt0068646,1972,175,nm0000338,"nm0701374,nm0000338","nm0722000,nm0000008,nm0000199,nm0001001,nm0000473,nm0000338,nm0701374,nm0748665,nm0000065,nm0932336",The Godfather,Paramount Pictures,"$133,698,921","$302,393",6,"$6,000,000",R,"Crime,Drama","Mar 15, 1972"
1,tt0073195,1975,124,nm0000229,"nm0001940,nm0331956","nm0002354,nm0001702,nm0001727,nm0000377,nm0308882,nm0000229,nm0001940,nm0331956,nm0113360,nm0005573",Jaws,Universal Pictures,"$260,000,000","$7,061,513",409,"$7,000,000",PG,"Adventure,Thriller","Jun 20, 1975"
2,tt0074751,1976,134,nm0347086,"nm0187256,nm0741656,nm0178260,nm0908624,nm0783913","nm0783913,nm0000313,nm0001301,nm0001448,nm0709907,nm0347086,nm0187256,nm0741656,nm0178260,nm0908624",King Kong,Paramount Pictures,"$52,614,445","$7,023,921",974,"$24,000,000",PG,"Adventure,Horror","Dec 17, 1976"
3,tt0076759,1977,121,nm0000184,nm0000184,"nm0156816,nm0000434,nm0000148,nm0000402,nm0000027,nm0000184,nm0476030,nm0564768,nm0002354,nm0852405",Star Wars: Episode IV - A New Hope,Twentieth Century Fox,"$307,263,857","$1,554,475",43,"$11,000,000",PG,"Action,Adventure,Fantasy,Sci-Fi","May 25, 1977"
4,tt0078346,1978,143,nm0001149,"nm0796950,nm0795975,nm0701374,nm0628058,nm0628174,nm0000914,nm0542539","nm0628174,nm0001659,nm0452288,nm0000432,nm0000008,nm0001149,nm0796950,nm0795975,nm0701374,nm0628058",Superman,Warner Bros.,"$134,218,018","$7,465,343",508,"$55,000,000",PG,"Action,Adventure,Drama,Sci-Fi","Dec 15, 1978"
5,tt0079550,1979,108,nm0623768,"nm0542970,nm0636002","nm0002304,nm0000125,nm0000081,nm0001500,nm0001417,nm0623768,nm0542970,nm0636002,nm0649792,nm0664127",Meteor,American International Pictures (AIP),"$8,400,000","$2,250,000",575,"$16,000,000",PG,"Action,Drama,Sci-Fi,Thriller","Oct 19, 1979"
6,tt0079753,1979,108,nm0703689,"nm0166074,nm0478588,nm0393949,nm0741358","nm0592387,nm0000634,nm0292802,nm0420383,nm0813961,nm0703689,nm0166074,nm0478588,nm0393949,nm0741358",The Prisoner of Zenda,Universal Pictures,"$7,650,600","$2,425,315",417,"$12,500,000",PG,"Adventure,Comedy","May 25, 1979"
7,tt0078723,1979,118,nm0000229,"nm0000709,nm0301826,nm0587518","nm0002354,nm0000004,nm0000101,nm0001852,nm0000262,nm0000229,nm0000709,nm0301826,nm0587518,nm0270809",1941,Universal Pictures,"$31,755,742","$2,701,898",325,"$35,000,000",PG,"Action,Comedy,War","Dec 14, 1979"
8,tt0079945,1979,132,nm0936404,"nm0734472,nm0515245,nm0287669","nm0000025,nm0000638,nm0000559,nm0001420,nm0001150,nm0936404,nm0734472,nm0515245,nm0287669,nm0270645",Star Trek: The Motion Picture,Paramount Pictures,"$82,258,456","$11,926,421",857,"$35,000,000",G,"Adventure,Mystery,Sci-Fi","Dec 7, 1979"
9,tt0080684,1980,124,nm0449984,"nm0102824,nm0001410,nm0000184","nm0564768,nm0000434,nm0000148,nm0000402,nm0001850,nm0449984,nm0102824,nm0001410,nm0000184,nm0476030",Star Wars: Episode V - The Empire Strikes Back,Twentieth Century Fox,"$209,398,025","$4,910,483",126,"$18,000,000",PG,"Action,Adventure,Fantasy,Sci-Fi","May 21, 1980"
10,tt0080934,1980,109,nm0006916,nm0001940,"nm0005684,nm0000323,nm0001831,nm0700574,nm0585460,nm0006916,nm0001940,nm0113360,nm0005573,nm0001553",The Island,Universal Pictures,"$15,716,828","$3,123,267",584,"$22,000,000",R,"Action,Adventure,Drama,Horror,Mystery,Thriller","Jun 13, 1980"
11,tt0081505,1980,146,nm0000040,"nm0000175,nm0000040,nm0424956","nm0005633,nm0000197,nm0001167,nm0515950,nm0001079,nm0000040,nm0000175,nm0424956,nm0137793,nm0253844",The Shining,Warner Bros.,"$44,017,374","$622,337",10,"$19,000,000",R,"Drama,Horror","May 23, 1980"
12,tt0081554,1980,89,nm0000095,nm0000095,"nm0000095,nm0001648,nm0363888,nm0056763,nm0339086,nm0932336,nm0607673,nm0100080",Stardust Memories,United Artists,"$10,389,003","$326,779",29,"$10,000,000",PG,"Comedy,Drama","Sep 26, 1980"
13,tt0081573,1980,127,"nm0001149,nm0504513","nm0796950,nm0795975,nm0701374,nm0628058,nm0628174,nm0542539","nm0628058,nm0000432,nm0001659,nm0452288,nm0000885,nm0504513,nm0001149,nm0796950,nm0795975,nm0701374",Superman II,Warner Bros.,"$108,185,706","$14,100,523","1,397","$54,000,000",PG,"Action,Adventure,Sci-Fi","Jun 19, 1981"
14,tt0081747,1980,121,nm0326360,"nm0858883,nm0937126,nm0286025,nm0798103","nm0000740,nm0000056,nm0000302,nm0000034,nm0001902,nm0326360,nm0858883,nm0937126,nm0286025,nm0798103",When Time Ran Out...,Warner Bros.,"$3,763,988","$1,400,994",677,"$20,000,000",PG,"Action,Adventure,Drama,Thriller","Mar 28, 1980"
15,tt0082979,1981,195,nm0000886,"nm0000886,nm0341767","nm0843129,nm0000886,nm0000473,nm0001346,nm0467085,nm0341767,nm0814227,nm0005886,nm0020441,nm0570947",Reds,Paramount Pictures,"$40,382,659","$2,325,029",396,"$32,000,000",PG,"Biography,Drama,History,Romance","Dec 4, 1981"
16,tt0082971,1981,115,nm0000229,"nm0001410,nm0000184,nm0442241","nm0002354,nm0000148,nm0000261,nm0293550,nm0722636,nm0000229,nm0001410,nm0000184,nm0442241,nm0550881",Indiana Jones and the Raiders of the Lost Ark,Paramount Pictures,"$212,222,025","$8,305,823","1,078","$18,000,000",PG,"Action,Adventure","Jun 12, 1981"
17,tt0083866,1982,115,nm0000229,nm0558953,"nm0514746,nm0001794,nm0000106,nm0001075,nm0908914,nm0000229,nm0558953,nm0005086,nm0002354,nm0005679",E.T. the Extra-Terrestrial,Universal Pictures,"$359,197,037","$11,835,389","1,103","$10,500,000",PG,"Family,Sci-Fi","Jun 11, 1982"
18,tt0083944,1982,93,nm0467646,"nm0606251,nm0468997,nm0755266,nm0000230","nm0000025,nm0000230,nm0001133,nm0001077,nm0571853,nm0467646,nm0606251,nm0468997,nm0755266,nm0270809",First Blood,Orion Pictures,"$47,212,904","$6,642,005",901,"$15,000,000",R,"Action,Adventure","Oct 22, 1982"
19,tt0084132,1981,140,nm0950109,"nm0601811,nm0462837,nm0767359","nm0411016,nm0000059,nm0000302,nm0001262,nm0001536,nm0950109,nm0601811,nm0462837,nm0767359,nm0065639",Inchon,Metro-Goldwyn-Mayer (MGM),"$5,200,986","$2,326,112","1,291","$46,000,000",PG,"Drama,History,War","Sep 17, 1982"
20,tt0084268,1982,105,nm0000797,"nm2592678,nm0000685","nm0006108,nm0000685,nm0000268,nm0949350,nm0719037,nm0000797,nm2592678,nm0105931,nm0769812,nm0853867",Lookin' to Get Out,Paramount Pictures,"$946,461","$528,559",303,"$17,000,000",R,Comedy,"Oct 8, 1982"
21,tt0084726,1982,113,nm0583292,"nm0734472,nm0071790,nm0816348,nm0583292,nm0670268","nm0758591,nm0000638,nm0000559,nm0001420,nm0001150,nm0583292,nm0734472,nm0071790,nm0816348,nm0670268",Star Trek II: The Wrath of Khan,Paramount Pictures,"$78,912,963","$14,347,221","1,621","$11,200,000",PG,"Action,Adventure,Sci-Fi","Jun 4, 1982"
22,tt0084805,1982,116,nm0001628,"nm0570190,nm0312205,nm0772003,nm0001469,nm0307561,nm0442099,nm0561938","nm0307561,nm0000163,nm0001448,nm0000414,nm0001056,nm0001628,nm0570190,nm0312205,nm0772003,nm0001469",Tootsie,Columbia Pictures,"$177,200,000","$5,540,470",943,"$21,000,000",PG,"Comedy,Drama,Romance","Dec 17, 1982"
23,tt0084827,1982,96,nm0513974,"nm0513974,nm0531381,nm0351919","nm0517521,nm0000313,nm0000310,nm0001831,nm0604563,nm0513974,nm0531381,nm0351919,nm0476291,nm0137793",TRON,Walt Disney Studios Motion Pictures,"$33,000,000","$4,761,795","1,091","$17,000,000",PG,"Action,Adventure,Sci-Fi","Jul 9, 1982"
24,tt0086190,1983,131,nm0549658,"nm0001410,nm0000184","nm0002354,nm0000434,nm0000148,nm0000402,nm0001850,nm0549658,nm0001410,nm0000184,nm0443599,nm0564768",Star Wars: Episode VI - Return of the Jedi,Twentieth Century Fox,"$252,583,617","$23,019,618","1,002","$32,500,000",PG,"Action,Adventure,Fantasy,Sci-Fi","May 25, 1983"
25,tt0085208,1983,105,nm0000626,"nm0732364,nm0000626","nm0006825,nm0000275,nm0001759,nm0581008,nm0203352,nm0000626,nm0732364,nm0001162,nm0000841,nm0689806",Baby It's You,Paramount Pictures,"$1,867,792","$12,420",1,"$3,000,000",R,"Comedy,Drama,Romance","Mar 4, 1983"
26,tt0086200,1983,99,nm0001887,nm0001887,"nm0897794,nm0000129,nm0000360,nm0001592,nm0557956,nm0001887,nm0000816,nm0005494,nm1725839,nm0839732",Risky Business,Warner Bros.,"$63,541,777","$4,275,327",670,"$6,200,000",R,"Comedy,Crime,Drama,Romance","Aug 5, 1983"
27,tt0077631,1978,110,nm0459170,"nm0414448,nm0143558,nm0940125,nm0139591","nm0830164,nm0000237,nm0000556,nm0000330,nm0001063,nm0459170,nm0414448,nm0143558,nm0940125,nm0139591",Grease,Paramount Pictures,"$159,978,870","$8,941,717",862,"$6,000,000",PG,"Musical,Romance","Jun 16, 1978"
28,tt0086216,1983,94,nm0000338,"nm0386023,nm0000338","nm0005664,nm0000369,nm0000620,nm0000178,nm0000454,nm0000338,nm0386023,nm0165602,nm0740407,nm0004841",Rumble Fish,Universal Pictures,"$2,494,480","$18,985",1,"$10,000,000",R,"Crime,Drama,Romance","Oct 8, 1983"
29,tt0086220,1983,106,nm0790519,"nm0063785,nm0376937","nm0698832,nm0000913,nm0385757,nm0188678,nm0566841,nm0790519,nm0063785,nm0376937,nm0257475,nm0006236",Running Brave,Walt Disney Studios Motion Pictures,"$3,000,000","$441,145",234,"$8,000,000",PG,"Biography,Drama,Sport","Nov 4, 1983"
30,tt0086232,1983,111,"nm0347086,nm0572132","nm0324875,nm0798033","nm0001553,nm0000222,nm0933727,nm0001976,nm0722636,nm0572132,nm0347086,nm0324875,nm0798033,nm0322946",Sahara,Metro-Goldwyn-Mayer (MGM),"$1,402,962","$550,848",344,"$25,000,000",PG,"Adventure,Drama","Mar 2, 1984"
31,tt0078748,1979,117,nm0000631,"nm0639321,nm0795953","nm0001353,nm0000244,nm0000643,nm0000457,nm0001021,nm0000631,nm0639321,nm0795953,nm0140826,nm0318429",Alien,Twentieth Century Fox,"$78,944,891","$3,527,881",91,"$11,000,000",R,"Horror,Sci-Fi","May 25, 1979"
32,tt0086264,1983,82,nm0956205,"nm0002893,nm0691061","nm0502249,nm0445420,nm0222055,nm0817435,nm0222272,nm0956205,nm0002893,nm0691061,nm0809306,nm0565527",Screwballs,New World Pictures,"$2,082,215","$210,000",75,"$800,000",R,Comedy,"Apr 1, 1983"
33,tt0086346,1983,90,nm0425593,"nm0362402,nm0480879,nm0696400,nm0721063,nm0325175,nm0089676","nm0325175,nm0005471,nm0000208,nm0001368,nm0546004,nm0425593,nm0362402,nm0480879,nm0696400,nm0721063",Spacehunter: Adventures in the Forbidden Zone,Columbia Pictures,"$16,478,265","$7,053,016","1,338","$14,400,000",PG,"Action,Adventure,Sci-Fi","May 20, 1983"
34,tt0086425,1983,132,nm0000985,"nm0573505,nm0000985","nm0686895,nm0000511,nm0000700,nm0000197,nm0000362,nm0000985,nm0573505,nm0330759,nm0005647,nm0548943",Terms of Endearment,Paramount Pictures,"$108,423,489","$3,498,813",260,"$8,000,000",PG,"Comedy,Drama","Nov 23, 1983"
35,tt0086525,1983,99,nm0004838,"nm0485229,nm0186988","nm0005695,nm0000115,nm0286033,nm0197354,nm0100889,nm0004838,nm0485229,nm0186988,nm0506108,nm0929025",Valley Girl,Atlantic Releasing Corporation,"$17,343,596","$1,856,780",442,"$350,000",R,"Comedy,Romance","Apr 29, 1983"
36,tt0087075,1984,95,nm0001403,"nm0141462,nm0001403,nm0674518","nm0006070,nm0666395,nm0001450,nm0001831,nm0189561,nm0001403,nm0141462,nm0674518,nm0113244,nm0941262",The Company of Wolves,Cannon Film Distributors,"$4,389,334","$2,234,776",995,"$2,000,000",R,"Drama,Fantasy,Horror","Apr 19, 1985"
37,tt0087089,1984,129,nm0000338,"nm0448379,nm0000338,nm0701374,nm0368180","nm0000290,nm0000152,nm0002138,nm0000178,nm0571188,nm0000338,nm0448379,nm0701374,nm0368180,nm0263172",The Cotton Club,Orion Pictures,"$25,928,721","$2,903,603",808,"$58,000,000",R,"Crime,Drama,Music","Dec 14, 1984"
38,tt0087182,1984,137,nm0000186,"nm0378541,nm0000186","nm0316626,nm0001492,nm0000515,nm0000768,nm0162361,nm0000186,nm0378541,nm0209581,nm3058674,nm0005711",Dune,Universal Pictures,"$30,925,690","$6,025,091",915,"$40,000,000",PG-13,"Action,Adventure,Sci-Fi","Dec 14, 1984"
39,tt0087332,1984,105,nm0718645,"nm0000101,nm0000601,nm0001548","nm0434922,nm0000195,nm0000101,nm0000244,nm0000601,nm0718645,nm0001548,nm0000930,nm0004088,nm0088340",Ghostbusters,Columbia Pictures,"$229,242,989","$13,578,151","1,339","$30,000,000",PG,"Action,Comedy,Fantasy,Sci-Fi","Jun 8, 1984"
40,tt0087277,1984,107,nm0006889,nm0685673,"nm0386532,nm0000102,nm0001742,nm0001475,nm0001848,nm0006889,nm0685673,nm0705135,nm0951722,nm0005923",Footloose,Paramount Pictures,"$80,035,402","$8,556,935","1,384","$8,200,000",PG,"Drama,Music,Romance","Feb 17, 1984"
41,tt0087469,1984,118,nm0000229,"nm0404754,nm0441718,nm0000184","nm0002354,nm0000148,nm0001009,nm0702841,nm0700869,nm0000229,nm0404754,nm0441718,nm0000184,nm0915226",Indiana Jones and the Temple of Doom,Paramount Pictures,"$179,870,271","$25,337,110","1,687","$28,000,000",PG,"Action,Adventure","May 23, 1984"
42,tt0088247,1984,107,nm0000116,"nm0000116,nm0005036,nm0936537","nm0325358,nm0000216,nm0000157,nm0000299,nm0934902,nm0000116,nm0005036,nm0936537,nm0006075,nm0004229",The Terminator,Orion Pictures,"$38,371,200","$4,020,663","1,005","$6,400,000",R,"Action,Sci-Fi","Oct 26, 1984"
43,tt0088763,1985,116,nm0000709,"nm0000709,nm0301826","nm0004637,nm0000150,nm0000502,nm0000670,nm0000417,nm0000709,nm0301826,nm0134635,nm0006293,nm0005678",Back to the Future,Universal Pictures,"$210,609,762","$11,152,500","1,420","$19,000,000",PG,"Adventure,Comedy,Sci-Fi","Jul 3, 1985"
44,tt0088885,1985,77,nm0783676,"nm0766558,nm0250172,nm0265283,nm0473653,nm0689871,nm0774050,nm0787324,nm0928821","nm0689871,nm0257077,nm0001682,nm0123201,nm0861898,nm0783676,nm0766558,nm0250172,nm0265283,nm0473653",The Care Bears Movie,The Samuel Goldwyn Company,"$22,934,622","$3,725,001","1,003","$2,000,000",G,"Adventure,Animation,Comedy,Family,Fantasy,Musical","Mar 29, 1985"
45,tt0088993,1985,101,nm0001681,nm0001681,"nm0026533,nm0136440,nm0018777,nm0683334,nm0175826,nm0001681,nm0748283,nm0365666,nm0331193,nm0117779",Day of the Dead,United Film Distribution Company,"$5,000,000","$1,700,000",168,"$3,500,000",UNRATED,"Horror,Thriller","Jul 19, 1985"
46,tt0089715,1985,109,nm0000265,"nm0141012,nm1949279,nm0134711","nm0011750,nm0420822,nm0058105,nm0004852,nm0233209,nm0000265,nm0141012,nm1949279,nm0134711,nm0628226",O.C. and Stiggs,Metro-Goldwyn-Mayer (MGM),"$29,815","$6,273",18,"$7,000,000",R,"Comedy,Romance","Jul 10, 1987"
47,tt0089885,1985,104,nm0002340,"nm0522454,nm0660016,nm0635920,nm0002340","nm0051659,nm0001062,nm0007940,nm0186225,nm0301834,nm0002340,nm0522454,nm0660016,nm0635920,nm0951206",Re-Animator,Empire Pictures,"$2,023,414","$543,728",129,"$900,000",UNRATED,"Comedy,Horror,Sci-Fi","Oct 18, 1985"
48,tt0089913,1985,126,nm0399853,nm0226889,"nm0000829,nm0000199,nm0000661,nm0000176,nm0687506,nm0399853,nm0226889,nm0005563,nm0179858,nm0005781",Revolution,Warner Bros.,"$358,574","$52,755",4,"$28,000,000",PG,"Adventure,Drama,History,War","Dec 25, 1985"
49,tt0090756,1986,120,nm0000186,nm0000186,"nm0635876,nm0000618,nm0001492,nm0000454,nm0000368,nm0000186,nm0142301,nm0000823,nm0005695,nm0242271",Blue Velvet,De Laurentiis Entertainment Group (DEG),"$8,551,228","$789,409",98,"$6,000,000",R,"Drama,Mystery,Thriller","Sep 19, 1986"
50,tt0090966,1986,103,nm0005196,"nm0268988,nm0005196,nm0135117","nm0357041,nm0000560,nm0000541,nm0000377,nm0005153,nm0005196,nm0268988,nm0135117,nm0814047,nm0005791",Down and Out in Beverly Hills,Walt Disney Studios Motion Pictures,"$62,134,225","$5,726,495",806,"$14,000,000",R,Comedy,"Jan 31, 1986"
51,tt0089961,1985,107,nm0844358,"nm0628058,nm0628174","nm0000049,nm0001545,nm0001475,nm0399663,nm0580565,nm0844358,nm0628058,nm0628174,nm0007163,nm0818201",Santa Claus: The Movie,TriStar Pictures,"$23,717,291","$5,647,160",970,"$50,000,000",PG,"Adventure,Family,Fantasy","Nov 27, 1985"
52,tt0091149,1986,74,"nm0615780,nm0166256,nm0560329,nm0585150","nm0949954,nm0314788,nm0401362,nm0166256,nm0615780,nm0606407,nm0639965,nm0560329,nm0585150,nm0789873,nm0864547,nm0301810,nm0236279","nm0314788,nm0001637,nm0408813,nm0079353,nm0689527,nm0166256,nm0560329,nm0585150,nm0615780,nm0949954",The Great Mouse Detective,Walt Disney Studios Motion Pictures,"$25,336,794","$3,220,225","1,138","$14,000,000",G,"Adventure,Animation,Family,Musical,Mystery","Jul 4, 1986"
53,tt0091225,1986,110,nm0404754,"nm0314153,nm0404754,nm0441718,nm0562554","nm0459660,nm0000670,nm0000470,nm0000209,nm0301839,nm0404754,nm0314153,nm0441718,nm0562554,nm0000290",Howard the Duck,Universal Pictures,"$16,295,774","$5,070,136","1,554","$37,000,000",PG,"Action,Adventure,Comedy,Romance,Sci-Fi","Aug 1, 1986"
54,tt0091757,1986,121,nm0000591,"nm0115224,nm0102722,nm0000591","nm0005879,nm0000527,nm0133049,nm0858669,nm0414570,nm0000591,nm0115224,nm0102722,nm0069893,nm0006271",Pirates,Cannon Film Distributors,"$1,641,825","$1,035,447","1,108","$40,000,000",PG-13,"Action,Adventure,Comedy,Romance","Jul 18, 1986"
55,tt0091867,1985,117,nm0412465,"nm0286950,nm0695609","nm0682503,nm0001749,nm0000307,nm0001186,nm0001696,nm0412465,nm0286950,nm0695609,nm0580337,nm0006442",A Room with a View,Cinecom Pictures,"$20,966,644","$42,970",1,"$3,000,000",UNRATED,"Drama,Romance","Mar 7, 1986"
56,tt0091934,1986,97,nm0323795,"nm0463385,nm0072861,nm0448637","nm0004383,nm0000576,nm0000187,nm0293550,nm0341743,nm0323795,nm0463385,nm0072861,nm0448637,nm0365600",Shanghai Surprise,Metro-Goldwyn-Mayer (MGM),"$2,315,683","$729,885",401,"$17,000,000",PG-13,"Adventure,Comedy,Crime,Drama,Romance","Aug 29, 1986"
57,tt0091763,1986,120,nm0000231,nm0000231,"nm0747941,nm0000221,nm0000297,nm0000353,nm0202966,nm0000231,nm0465745,nm0000016,nm0724744,nm0800943",Platoon,Orion Pictures,"$138,530,565","$241,080",6,"$6,000,000",R,"Drama,War","Dec 19, 1986"
58,tt0091954,1986,112,nm0007182,"nm0007182,nm0941067","nm0552150,nm0000198,nm0916050,nm0371342,nm0084033,nm0007182,nm0941067,nm0271479,nm0004402,nm0005683",Sid and Nancy,The Samuel Goldwyn Company,"$2,826,523","$50,829",2,"$4,000,000",R,"Biography,Drama,Music,Romance","Oct 17, 1986"
59,tt0091963,1986,105,nm0673830,nm0450838,"nm0941225,nm0569372,nm0652346,nm0479951,nm0027215,nm0673830,nm0450838,nm0379035,nm0434064,nm0914239",Sky Bandits,Galaxy International,"$2,295,500","$1,468,500","1,335","$18,000,000",PG,"Action,Adventure,War,Western","Oct 31, 1986"
60,tt0092563,1987,113,nm0000570,"nm0387132,nm0000570","nm0785029,nm0000620,nm0000134,nm0000956,nm0001648,nm0000570,nm0387132,nm0440990,nm0550728,nm0002303",Angel Heart,TriStar Pictures,"$17,185,632","$3,688,721",815,"$17,000,000",NC-17,"Horror,Mystery,Thriller","Mar 6, 1987"
61,tt0092890,1987,100,nm0001915,nm0075044,"nm0291054,nm0000664,nm0000426,nm0001583,nm0722407,nm0001915,nm0075044,nm0331988,nm0606657,nm0005749",Dirty Dancing,Vestron Pictures,"$63,446,382","$3,900,000",975,"$6,000,000",PG-13,"Drama,Music,Romance","Aug 21, 1987"
62,tt0093058,1987,116,nm0000040,"nm0000040,nm0380282,nm0368007","nm0402950,nm0000546,nm0000388,nm0000352,nm0000284,nm0000040,nm0380282,nm0368007,nm0473588,nm0005801",Full Metal Jacket,Warner Bros.,"$46,357,676","$2,217,307",215,"$30,000,000",R,"Drama,War","Jun 26, 1987"
63,tt0093200,1987,78,nm0870186,"nm0410101,nm0870186,nm0005540","nm0308225,nm0870186,nm0424830,nm0552385,nm0210915,nm0410101,nm0005540,nm0363795,nm0750725,nm0005687",Hollywood Shuffle,The Samuel Goldwyn Company,"$5,228,617","$95,667",15,"$100,000",R,Comedy,"Mar 20, 1987"
64,tt0092076,1986,101,nm0001361,"nm0141281,nm0001361","nm0465629,nm0000454,nm0930226,nm0796842,nm0608405,nm0001361,nm0141281,nm0322946,nm0324875,nm0483187",The Texas Chainsaw Massacre 2,Cannon Film Distributors,"$8,025,872","$2,822,439","1,474","$4,700,000",UNRATED,"Comedy,Horror","Aug 22, 1986"
65,tt0093278,1987,107,nm0561938,nm0561938,"nm0745450,nm0000886,nm0000163,nm0000254,nm0001301,nm0561938,nm0006115,nm0005886,nm0162758,nm0722000",Ishtar,Columbia Pictures,"$14,375,181","$4,331,817","1,139","$55,000,000",PG-13,"Action,Adventure,Comedy,Music,Thriller","May 15, 1987"
66,tt0093605,1987,94,nm0000941,"nm0000941,nm0714599","nm0808483,nm0664499,nm0942486,nm0000448,nm0000200,nm0000941,nm0714599,nm0415498,nm1725839,nm0004229",Near Dark,De Laurentiis Entertainment Group (DEG),"$3,369,307","$635,789",262,"$5,000,000",R,"Action,Crime,Drama,Horror,Romance,Thriller","Oct 2, 1987"
67,tt0093773,1987,107,nm0001532,"nm0859029,nm0859049","nm0005428,nm0000216,nm0001835,nm0001310,nm0001990,nm0001532,nm0859029,nm0859049,nm0204862,nm0330383",Predator,Twentieth Century Fox,"$59,735,548","$12,031,638","1,623","$15,000,000",R,"Action,Adventure,Sci-Fi,Thriller","Jun 12, 1987"
68,tt0093870,1987,102,nm0000682,"nm0627159,nm0591160","nm0005911,nm0000693,nm0000262,nm0641397,nm0001074,nm0000682,nm0627159,nm0591160,nm0772829,nm0006231",RoboCop,Orion Pictures,"$53,424,681","$8,008,721","1,580","$13,000,000",R,"Action,Crime,Sci-Fi,Thriller","Jul 17, 1987"
69,tt0093894,1987,101,nm0001274,"nm0000175,nm0211823","nm0266536,nm0000216,nm0000744,nm0001433,nm0000987,nm0001274,nm0000175,nm0211823,nm0511707,nm0957030",The Running Man,TriStar Pictures,"$38,122,105","$8,117,465","1,692","$27,000,000",R,"Action,Sci-Fi,Thriller","Nov 13, 1987"
70,tt0094074,1987,90,nm0002089,"nm0796950,nm0795975,nm0001659,nm0465199,nm0742797","nm0322946,nm0001659,nm0000432,nm0452288,nm0178114,nm0002089,nm0796950,nm0795975,nm0465199,nm0742797",Superman IV: The Quest for Peace,Warner Bros.,"$15,681,020","$5,683,122","1,511","$17,000,000",PG,"Action,Adventure,Sci-Fi","Jul 24, 1987"
71,tt0094137,1987,102,nm0000559,"nm0785684,nm0650561,nm0189979","nm0276059,nm0000633,nm0000430,nm0001101,nm0001802,nm0000559,nm0785684,nm0650561,nm0189979,nm0181202",Three Men and a Baby,Walt Disney Studios Motion Pictures,"$167,780,960","$10,384,392","1,006","$11,000,000",PG,"Comedy,Drama,Family","Nov 25, 1987"
72,tt0094317,1987,107,nm0705535,"nm0289040,nm0705535,nm0312607","nm0005683,nm0587234,nm0000722,nm0000627,nm0001097,nm0705535,nm0289040,nm0312607,nm0675294,nm0006070",White Mischief,Columbia Pictures,"$3,107,551","$24,538",1,"$5,300,000",R,"Crime,Drama,Mystery,Romance,Thriller","Apr 22, 1988"
73,tt0094980,1988,93,nm0790715,\N,"nm0822571,nm0675128,nm0878911,nm0005430,nm0004840,nm0790715,nm0206760,nm0267512,nm0956721,nm0149536",The Decline of Western Civilization Part II: The Metal Years,New Line Cinema,"$373,743","$45,008",21,"$500,000",R,"Documentary,Music","Jun 3, 1988"
74,tt0095271,1988,88,nm0514546,"nm0513772,nm0711910,nm0749318,nm0568416","nm0293551,nm0000587,nm0332081,nm0364583,nm0928111,nm0514546,nm0513772,nm0711910,nm0749318,nm0568416",Halloween 4: The Return of Michael Myers,Galaxy International,"$17,768,757","$6,831,250","1,679","$5,000,000",R,"Horror,Thriller","Oct 21, 1988"
75,tt0095488,1988,93,nm0001692,"nm0001692,nm0831290","nm0863194,nm0000372,nm0000424,nm0005289,nm0134922,nm0001692,nm0831290,nm0822315,nm0124117,nm0203896",The Lair of the White Worm,Vestron Pictures,"$1,189,315","$22,155",2,"$2,500,000",R,"Comedy,Horror","Oct 21, 1988"
76,tt0095016,1988,132,nm0001532,"nm0861636,nm0835732,nm0211823","nm0005428,nm0000246,nm0000614,nm0000889,nm0001817,nm0001532,nm0861636,nm0835732,nm0211823,nm0330383",Die Hard,Twentieth Century Fox,"$83,008,852","$601,851",21,"$28,000,000",R,"Action,Thriller","Jul 15, 1988"
77,tt0095904,1987,102,nm0001317,"nm0944748,nm0003676,nm0001317","nm0013972,nm0809031,nm0001557,nm0001210,nm0453299,nm0001317,nm0944748,nm0003676,nm0051659,nm0006306",Prison,New World Pictures,"$345,704","$63,792",42,"$4,000,000",R,"Crime,Drama,Horror,Thriller","May 6, 1988"
78,tt0095953,1988,133,nm0001469,"nm0607454,nm0060103","nm0005868,nm0000163,nm0000129,nm0000420,nm0596520,nm0001469,nm0607454,nm0060103,nm0425741,nm0001877",Rain Man,Metro-Goldwyn-Mayer (MGM),"$172,825,435","$7,005,719","1,248","$25,000,000",R,Drama,"Dec 16, 1988"
79,tt0095956,1988,102,nm0003423,"nm0606251,nm0000230,nm0504802","nm0822285,nm0000230,nm0001077,nm0209030,nm0001748,nm0003423,nm0606251,nm0504802,nm0270809,nm0000025",Rambo III,TriStar Pictures,"$53,715,611","$13,034,238","2,562","$63,000,000",R,"Action,Adventure","May 25, 1988"
80,tt0096193,1988,102,nm0001175,"nm0024120,nm0001175","nm0673678,nm0000246,nm0001258,nm0000532,nm0000446,nm0001175,nm0024120,nm0011407,nm0000049,nm0725072",Sunset,TriStar Pictures,"$4,594,452","$2,031,678","1,023","$16,000,000",R,"Crime,Mystery,Thriller,Western","Apr 29, 1988"
81,tt0096294,1988,91,nm0001676,nm0693259,"nm0493339,nm0000622,nm0000198,nm0000502,nm0131974,nm0001676,nm0693259,nm0564768,nm0004368,nm0004287",Track 29,Island Pictures,"$429,028","$19,304",2,"$5,000,000",R,"Drama,Mystery","Sep 9, 1988"
