,tconst,startYear,runtimeMinutes,directors,writers,nconst,title,distributor,domestic_revenue,opening_revenue,opening_theaters,budget,mpaa,genres,release_date
816,tt0206314,2001,97,nm0001093,"nm0850774,nm0009190","nm0005749,nm0001872,nm0908094,nm0005447,nm0101333,nm0001093,nm0850774,nm0009190,nm0601031,nm0001937",Joy Ride,Twentieth Century Fox,"$21,974,919","$7,347,259","2,497","$23,000,000",R,"Action,Mystery,Thriller","Oct 5, 2001"
817,tt0206963,2001,109,nm0001441,nm0291589,"nm0476066,nm0000983,nm0005447,nm0017377,nm1057989,nm0001441,nm0291589,nm0062071,nm0156819,nm0325553",My First Mister,Paramount Classics,"$568,762","$102,456",33,"$5,250,000",R,"Comedy,Drama,Romance","Oct 12, 2001"
818,tt0206420,2000,92,nm0868643,nm0087733,"nm0428655,nm0004851,nm0073162,nm0674782,nm0275417,nm0868643,nm0087733,nm0693561,nm0005953,nm0005636",Woman on Top,Fox Searchlight Pictures,"$5,020,111","$2,008,191","1,085","$8,000,000",R,"Comedy,Fantasy,Romance","Sep 22, 2000"
819,tt0206634,2006,109,nm0190859,"nm0190859,nm0786694,nm0033153,nm1318843,nm1319757,nm0416807","nm0416807,nm0000194,nm0654110,nm0252230,nm0000323,nm0190859,nm0786694,nm0033153,nm1318843,nm1319757",Children of Men,Universal Pictures,"$35,552,383","$501,003",16,"$76,000,000",R,"Action,Sci-Fi,Thriller","Dec 25, 2006"
820,tt0207201,2000,127,nm0583600,"nm0326092,nm0951135,nm0236884","nm0202704,nm0000154,nm0000166,nm0000673,nm0000257,nm0583600,nm0326092,nm0951135,nm0236884,nm0142134",What Women Want,Paramount Pictures,"$182,811,707","$33,614,543","3,012","$70,000,000",PG-13,"Comedy,Fantasy,Romance","Dec 15, 2000"
821,tt0208874,2000,126,nm0527109,nm0527109,"nm0343935,nm0000260,nm0000198,nm0000313,nm0000225,nm0527109,nm0126653,nm0296827,nm0818657,nm0881703",The Contender,DreamWorks Distribution,"$17,872,723","$5,363,900","1,516","$20,000,000",R,"Drama,Thriller","Oct 13, 2000"
822,tt0209144,2000,113,nm0634240,"nm0634240,nm0634300","nm0002892,nm0001602,nm0005251,nm0001592,nm0095478,nm0634240,nm0634300,nm0865189,nm0865297,nm0432382",Memento,Newmarket Films,"$25,544,867","$235,488",11,"$9,000,000",R,"Mystery,Thriller","Mar 16, 2001"
823,tt0209163,2001,130,nm0814085,nm0814085,"nm0003032,nm0000409,nm0001838,nm0001314,nm0903677,nm0814085,nm0199733,nm0413208,nm0006293,nm0000939",The Mummy Returns,Universal Pictures,"$202,019,785","$68,139,035","3,401","$98,000,000",PG-13,"Action,Adventure,Fantasy,Thriller","May 4, 2001"
824,tt0208988,2000,102,nm0443181,"nm0507794,nm0571346","nm0759627,nm0000230,nm0000337,nm0001669,nm0593961,nm0443181,nm0507794,nm0571346,nm0004799,nm0134635",Get Carter,Warner Bros.,"$14,967,182","$6,637,830","2,315","$63,600,000",R,"Action,Crime,Drama,Thriller","Oct 6, 2000"
825,tt0208003,2000,99,nm0331532,"nm0702912,nm0722610","nm0006099,nm0001454,nm0000505,nm0316079,nm0913465,nm0331532,nm0702912,nm0722610,nm0295560,nm0338171",Big Momma's House,Twentieth Century Fox,"$117,559,438","$25,661,041","2,802","$30,000,000",PG-13,"Action,Comedy,Crime","Jun 2, 2000"
826,tt0209475,2001,103,nm0788202,"nm0266184,nm0963400","nm0316774,nm0000182,nm0000190,nm0933098,nm0150362,nm0788202,nm0266184,nm0963400,nm0009222,nm0215769",The Wedding Planner,Sony Pictures Entertainment (SPE),"$60,400,856","$13,510,293","2,785","$35,000,000",PG-13,"Comedy,Romance","Jan 26, 2001"
827,tt0210234,1999,84,"nm0354126,nm0951197","nm0846969,nm0795575,nm0343570,nm0354126","nm0559645,nm0853301,nm0559551,nm0649026,nm0411167,nm0354126,nm0951197,nm0846969,nm0795575,nm0343570",Pokémon the Movie 2000,Warner Bros.,"$43,758,684","$19,575,608","2,752","$30,000,000",G,"Action,Adventure,Animation,Family,Fantasy","Jul 21, 2000"
828,tt0209958,2000,107,nm0802248,nm0698873,"nm0490817,nm0000182,nm0000681,nm0000352,nm0416381,nm0802248,nm0698873,nm0138918,nm0572805,nm0006290",The Cell,New Line Cinema,"$61,334,059","$17,515,050","2,411","$33,000,000",R,"Crime,Horror,Sci-Fi,Thriller","Aug 18, 2000"
829,tt0210945,2000,113,nm0945026,nm0397322,"nm0003542,nm0000243,nm0001599,nm0365445,nm0403652,nm0945026,nm0397322,nm0000988,nm0648288,nm0704909",Remember the Titans,Walt Disney Studios Motion Pictures,"$115,654,751","$20,905,831","1,865","$30,000,000",PG,"Biography,Drama,Sport","Sep 29, 2000"
830,tt0210567,2000,112,nm0000398,nm0007075,"nm0005934,nm0000378,nm0004893,nm0000725,nm0000678,nm0000398,nm0007075,nm0078224,nm0705205,nm0002227",Beautiful,Destination Films,"$3,157,348","$1,409,433",646,"$14,000,000",PG-13,"Comedy,Drama","Sep 29, 2000"
831,tt0210616,2000,115,nm0405336,nm0374084,"nm0031697,nm0776040,nm0830059,nm0705492,nm0242266,nm0405336,nm0374084,nm0548257,nm0006070,nm0801005",Center Stage,Sony Pictures Entertainment (SPE),"$17,200,925","$4,604,621","1,506","$29,000,000",PG-13,"Drama,Music,Romance","May 12, 2000"
832,tt0211181,2000,100,nm0510674,"nm0807977,nm0118649,nm0716391,nm0879318,nm0925276","nm0925276,nm0000335,nm0000367,nm0344435,nm0262521,nm0510674,nm0807977,nm0118649,nm0716391,nm0879318",102 Dalmatians,Walt Disney Studios Motion Pictures,"$66,957,026","$19,883,351","2,704","$85,000,000",G,"Adventure,Comedy,Family","Nov 22, 2000"
833,tt0211915,2001,122,nm0000466,"nm0491011,nm0000466","nm0773685,nm0851582,nm0440913,nm0749363,nm0186677,nm0000466,nm0491011,nm0652226,nm0862961,nm0216632",Amélie,Miramax,"$33,225,499","$136,470",3,"$10,000,000",R,"Comedy,Romance","Nov 2, 2001"
834,tt0211933,2007,84,nm1703612,nm1703612,"nm0006251,nm0159789,nm0004695,nm0005024,nm0000565,nm1703612,nm0459852,nm0006597,nm0001770,nm0895903",Awake,MGM/Weinstein,"$14,377,198","$5,856,872","2,002","$8,600,000",R,"Crime,Drama,Mystery,Thriller","Nov 30, 2007"
835,tt0211443,2001,92,nm0410494,"nm0566699,nm0267805","nm0880979,nm0387987,nm0230693,nm0311473,nm0000343,nm0410494,nm0267805,nm0566699,nm0192409,nm0006185",Jason X,New Line Cinema,"$13,121,555","$6,649,006","1,878","$11,000,000",R,"Action,Horror,Sci-Fi,Thriller","Apr 26, 2002"
836,tt0211938,2000,119,nm0298807,"nm0770650,nm0770649,nm0006904","nm0006183,nm0004937,nm0001556,nm0665123,nm0006535,nm0298807,nm0770650,nm0770649,nm0006904,nm0753251",Bait,Warner Bros.,"$15,325,127","$5,485,591","2,352","$51,000,000",R,"Action,Comedy,Crime,Thriller","Sep 15, 2000"
837,tt0212338,2000,108,nm0005366,"nm0322839,nm0164898,nm0381272,nm0357453","nm0742772,nm0001774,nm0000134,nm0001632,nm0001100,nm0005366,nm0322839,nm0164898,nm0381272,nm0357453",Meet the Parents,Universal Pictures,"$166,244,045","$28,623,300","2,614","$55,000,000",PG-13,"Comedy,Romance","Oct 6, 2000"
838,tt0212346,2000,109,nm0677953,"nm0492909,nm0974301,nm0524095","nm0004088,nm0000113,nm0000323,nm0000973,nm0000298,nm0677953,nm0492909,nm0974301,nm0524095,nm0790481",Miss Congeniality,Warner Bros.,"$106,807,667","$10,046,534","2,668","$45,000,000",PG-13,"Action,Comedy,Crime,Romance","Dec 22, 2000"
839,tt0212720,2001,146,nm0000229,"nm0000735,nm0914668,nm0000229","nm0002354,nm0005286,nm0000179,nm0640323,nm0730168,nm0000229,nm0000735,nm0914668,nm0193268,nm0005086",A.I. Artificial Intelligence,Warner Bros.,"$78,616,689","$29,352,630","3,242","$100,000,000",PG-13,"Drama,Sci-Fi","Jun 29, 2001"
840,tt0212712,2004,129,nm0939182,nm0939182,"nm0504897,nm0955471,nm0910947,nm0000084,nm0939182,nm0880839,nm0236313,nm0477095,nm0151858",2046,Sony Pictures Classics,"$1,444,588","$113,074",4,"$12,000,000",R,"Drama,Romance,Sci-Fi","Aug 5, 2005"
841,tt0212985,2001,131,nm0000631,"nm0365383,nm0000519,nm0001873","nm0776646,nm0000164,nm0000194,nm0000198,nm0000501,nm0000631,nm0365383,nm0000519,nm0001873,nm0209569",Hannibal,Metro-Goldwyn-Mayer (MGM),"$165,092,268","$58,003,121","3,230","$87,000,000",R,"Crime,Drama,Thriller","Feb 9, 2001"
842,tt0213149,2001,183,nm0000881,nm0908824,"nm0059242,nm0000255,nm0000295,nm0001326,nm0005406,nm0000881,nm0908824,nm0000988,nm0001877,nm0006701",Pearl Harbor,Walt Disney Studios Motion Pictures,"$198,542,554","$59,078,912","3,214","$140,000,000",PG-13,"Action,Drama,History,Romance,War","May 25, 2001"
843,tt0213203,2000,78,"nm0075010,nm0218450","nm0826425,nm0918955,nm0330856,nm0379747,nm0100326,nm0458312,nm0190780,nm0314480,nm0161285","nm0379747,nm0004815,nm0197354,nm0153719,nm0152839,nm0075010,nm0218450,nm0826425,nm0918955,nm0330856",Rugrats in Paris,Paramount Pictures,"$76,507,756","$22,718,184","2,934","$30,000,000",G,"Adventure,Animation,Comedy,Family,Romance","Nov 17, 2000"
844,tt0215129,2000,93,nm0680846,"nm0680846,nm0035905","nm0410419,nm0005227,nm0005405,nm0005442,nm0182455,nm0680846,nm0035905,nm0325175,nm0575817,nm0801117",Road Trip,DreamWorks Distribution,"$68,540,777","$15,484,004","2,530","$16,000,000",R,Comedy,"May 19, 2000"
845,tt0215750,2001,131,nm0000269,"nm0000269,nm0323708","nm0092384,nm0000179,nm0000438,nm0001212,nm0001838,nm0000269,nm0323708,nm0774528,nm0000035,nm0005709",Enemy at the Gates,Paramount Pictures,"$51,401,758","$13,810,266","1,509","$68,000,000",R,"Drama,History,War","Mar 16, 2001"
846,tt0213790,2000,84,nm0399737,"nm0005218,nm0574005,nm0824482","nm0421528,nm0005218,nm0663854,nm0001850,nm0936762,nm0399737,nm0574005,nm0824482,nm0584427,nm0588883",The Ladies Man,Paramount Pictures,"$13,616,610","$5,426,390","2,022","$24,000,000",R,Comedy,"Oct 13, 2000"
847,tt0216216,2000,123,nm0006854,"nm0926727,nm0926729","nm0704909,nm0000216,nm0001650,nm0001282,nm0740264,nm0006854,nm0926727,nm0926729,nm0205727,nm0005219",The 6th Day,Sony Pictures Entertainment (SPE),"$34,604,280","$13,020,883","2,516","$82,000,000",PG-13,"Action,Mystery,Sci-Fi,Thriller","Nov 17, 2000"
848,tt0216772,2000,86,nm0011950,"nm0200062,nm0399799,nm0383748,nm0011950","nm0910241,nm0695247,nm0750019,nm0005458,nm0193554,nm0011950,nm0200062,nm0399799,nm0383748,nm0651830",Turn It Up,New Line Cinema,"$1,247,949","$576,820",661,"$13,000,000",R,"Action,Crime,Drama,Music","Sep 8, 2000"
849,tt0217630,2000,98,nm0002132,nm0002132,"nm0430193,nm0004755,nm0002546,nm0651008,nm0755603,nm0002132,nm0135245,nm0457598,nm0353963,nm0157096",Loser,Sony Pictures Entertainment (SPE),"$15,618,626","$6,008,611","2,016","$20,000,000",PG-13,"Comedy,Romance","Jul 21, 2000"
850,tt0217756,2000,107,nm0005367,nm0109359,"nm0558917,nm0000274,nm0001624,nm0004790,nm0004966,nm0005367,nm0109359,nm0628352,nm0798711,nm0003392",Ready to Rumble,Warner Bros.,"$12,394,327","$5,257,778","2,585","$24,000,000",PG-13,"Comedy,Sport","Apr 7, 2000"
851,tt0217505,2002,167,nm0000217,"nm0168379,nm0001873,nm0518836","nm0005544,nm0000138,nm0000139,nm0000358,nm0000980,nm0000217,nm0168379,nm0001873,nm0518836,nm0342090",Gangs of New York,Miramax,"$77,812,000","$9,100,000","1,504","$100,000,000",R,"Crime,Drama","Dec 20, 2002"
852,tt0218182,2000,103,nm0001469,nm0568559,"nm0001877,nm0568559,nm0639928,nm0295484,nm0572965,nm0001469,nm0226544,nm0425741,nm0640372,nm0918463",An Everlasting Piece,DreamWorks Distribution,"$75,228","$9,128",8,"$14,000,000",R,Comedy,"Dec 22, 2000"
853,tt0217869,2000,106,nm0796117,nm0796117,"nm0862664,nm0000246,nm0000168,nm0000705,nm0004829,nm0796117,nm0578814,nm0580303,nm0006133,nm0785381",Unbreakable,Walt Disney Studios Motion Pictures,"$95,011,339","$30,330,771","2,708","$75,000,000",PG-13,"Drama,Mystery,Sci-Fi,Thriller","Nov 22, 2000"
854,tt0218619,2001,84,nm0139461,nm0139461,"nm0359000,nm0756089,nm0004747,nm0000729,nm0244630,nm0139461,nm0149563,nm0605775,nm0006171,nm0002320",Soul Survivors,Artisan Entertainment,"$3,111,545","$1,140,698",601,"$17,000,000",PG-13,"Horror,Mystery,Thriller","Sep 7, 2001"
855,tt0218839,2000,90,nm0001302,"nm0001302,nm0506405","nm0308488,nm0929609,nm0506405,nm0001573,nm0177639,nm0001302,nm0614420,nm0889350,nm0769656,nm0500371",Best in Show,Warner Bros.,"$18,715,392","$413,436",13,"$10,000,000",PG-13,Comedy,"Sep 29, 2000"
856,tt0218922,2001,116,nm0188165,"nm0941280,nm0188165","nm0005966,nm0000104,nm0001401,nm0005048,nm0860233,nm0188165,nm0941280,nm0224145,nm0347443,nm0498718",Original Sin,Metro-Goldwyn-Mayer (MGM),"$16,534,221","$6,402,741","2,194","$42,000,000",R,"Drama,Mystery,Romance,Thriller","Aug 3, 2001"
857,tt0218967,2000,125,nm0711840,"nm0224606,nm0919289","nm0724843,nm0000115,nm0000495,nm0000332,nm0005315,nm0711840,nm0224606,nm0919289,nm0008953,nm0525059",The Family Man,Universal Pictures,"$75,793,305","$10,554,960","2,388","$60,000,000",PG-13,"Comedy,Drama,Fantasy,Romance","Dec 22, 2000"
858,tt0219653,2000,99,nm0527261,"nm0812373,nm0527261","nm0222203,nm0124930,nm0905311,nm0001538,nm0001626,nm0527261,nm0812373,nm0096176,nm0001937,nm0666702",Dracula 2000,Miramax,"$33,022,767","$8,636,567","2,204","$54,000,000",R,"Action,Fantasy,Horror,Thriller","Dec 22, 2000"
859,tt0219854,2000,104,nm0005509,nm0920108,"nm0579977,nm0000246,nm0107748,nm0607865,nm0005499,nm0005509,nm0920108,nm0523324,nm0825730,nm0003299",The Kid,Walt Disney Studios Motion Pictures,"$69,691,949","$12,687,726","2,167","$65,000,000",PG,"Comedy,Family,Fantasy","Jul 7, 2000"
860,tt0219952,2000,105,nm0001188,nm0720304,"nm0006070,nm0000237,nm0001435,nm0000619,nm0642145,nm0001188,nm0720304,nm0199733,nm0006790,nm0493662",Lucky Numbers,Paramount Pictures,"$10,042,516","$4,536,625","2,497","$63,000,000",R,"Comedy,Crime","Oct 27, 2000"
861,tt0220099,2000,77,nm0266255,"nm0349966,nm0266255,nm0590316","nm0005679,nm0191906,nm0394251,nm0763052,nm0275835,nm0266255,nm0349966,nm0590316,nm0008859,nm0004581",The Tigger Movie,Walt Disney Studios Motion Pictures,"$45,554,533","$9,427,532","2,723","$30,000,000",G,"Adventure,Animation,Comedy,Drama,Family,Musical","Feb 11, 2000"
862,tt0219965,2001,123,nm0001469,nm0679037,"nm0387674,nm0000246,nm0000671,nm0000949,nm0004949,nm0001469,nm0679037,nm0002170,nm0075277,nm0083688",Bandits,Metro-Goldwyn-Mayer (MGM),"$41,575,141","$13,050,700","3,207","$75,000,000",PG-13,"Comedy,Crime,Drama,Romance","Oct 12, 2001"
863,tt0220100,2000,97,nm0001214,nm0001214,"nm0000675,nm0001745,nm0000161,nm0075359,nm0001214,nm0829176,nm0547579,nm0829716,nm0540269",Timecode,Sony Pictures Entertainment (SPE),"$1,057,750","$93,148",7,"$5,000,000",R,"Drama,Romance","Apr 28, 2000"
864,tt0221027,2001,124,nm0001130,"nm0692051,nm0571346,nm0001024","nm0001459,nm0000136,nm0004851,nm0004376,nm0341737,nm0001130,nm0692051,nm0571346,nm0001024,nm0470727",Blow,New Line Cinema,"$52,990,775","$12,443,461","2,249","$53,000,000",R,"Biography,Crime,Drama","Apr 6, 2001"
865,tt0220506,2002,94,nm0742819,"nm0384185,nm0000118,nm0104487,nm0393517","nm0293551,nm0000130,nm0005354,nm0520562,nm0435323,nm0742819,nm0384185,nm0000118,nm0104487,nm0393517",Halloween: Resurrection,Dimension Films,"$30,354,442","$12,292,121","1,954","$13,000,000",R,"Horror,Thriller","Jul 12, 2002"
866,tt0221074,2001,96,nm0007198,nm0007198,"nm0062328,nm0883154,nm0900572,nm0869096,nm0001826,nm0007198,nm0825589,nm1996924,nm0571642,nm0077149",Christmas in the Clouds,Slowhand Cinema Releasing,"$279,225","$54,920",25,"$3,000,000",PG,"Comedy,Family,Romance","Nov 4, 2005"
867,tt0221218,2001,106,nm0755261,nm0834338,"nm0808483,nm0000178,nm0005447,nm0001745,nm0001136,nm0755261,nm0834338,nm0605775,nm0002366,nm0457886",The Glass House,Sony Pictures Entertainment (SPE),"$18,150,259","$5,738,448","1,591","$30,000,000",PG-13,"Crime,Drama,Mystery,Thriller","Sep 14, 2001"
868,tt0223897,2000,123,nm0001460,"nm0404954,nm0228908","nm0720715,nm0000228,nm0005286,nm0000166,nm0001542,nm0001460,nm0404954,nm0228908,nm0009222,nm0506597",Pay It Forward,Warner Bros.,"$33,519,628","$9,631,359","2,130","$40,000,000",PG-13,Drama,"Oct 20, 2000"
869,tt0227445,2001,124,nm0000568,"nm0852196,nm0758002,nm0229644,nm0809899","nm0287811,nm0000134,nm0001570,nm0000008,nm0000291,nm0000568,nm0852196,nm0758002,nm0229644,nm0809899",The Score,Paramount Pictures,"$71,107,711","$19,018,807","2,129","$68,000,000",R,"Action,Crime,Drama,Thriller","Jul 13, 2001"
870,tt0225071,2001,102,nm0001502,nm0224187,"nm0001937,nm0000182,nm0001029,nm0005438,nm0005024,nm0001502,nm0224187,nm0075732,nm0004799,nm0759627",Angel Eyes,Warner Bros.,"$24,174,218","$9,225,575","2,375","$53,000,000",R,"Drama,Romance","May 18, 2001"
871,tt0227538,2001,88,nm0001675,nm0001675,"nm0521233,nm0891786,nm0754512,nm0000104,nm0001303,nm0001675,nm0042882,nm0002201,nm0000384,nm0004581",Spy Kids,Miramax,"$112,719,001","$26,546,881","3,104","$35,000,000",PG,"Action,Adventure,Comedy,Family,Sci-Fi","Mar 30, 2001"
872,tt0227984,2001,93,nm0950553,nm0667770,"nm0572649,nm0000168,nm0001015,nm0607865,nm0926205,nm0950553,nm0667770,nm0213433,nm0358877,nm0463325",Formula 51,Screen Gems,"$5,204,007","$2,817,719","1,857","$27,000,000",R,"Action,Comedy,Crime,Thriller","Oct 18, 2002"
873,tt0228750,2000,135,nm0000431,"nm0006904,nm0698295,nm0362998","nm0000384,nm0000212,nm0000128,nm0001556,nm0715622,nm0000431,nm0006904,nm0698295,nm0362998,nm0612529",Proof of Life,Warner Bros.,"$32,598,931","$10,207,869","2,705","$65,000,000",R,"Action,Drama,Thriller","Dec 8, 2000"
874,tt0228786,2000,106,nm0440913,"nm0335096,nm0440913","nm0599958,nm0000606,nm0001993,nm0268626,nm0761212,nm0440913,nm0335096,nm0004347,nm0006020,nm0005636",The Crimson Rivers,TriStar Pictures,"$594,966","$111,026",47,"$14,000,000",R,"Crime,Mystery,Thriller","Jan 26, 2001"
875,tt0230011,2001,95,"nm0873779,nm0936374","nm0614742,nm0936374,nm0873779,nm0923736,nm0007233,nm0951392,nm0721675,nm0686817","nm0951392,nm0000150,nm0001815,nm0123553,nm0160004,nm0873779,nm0936374,nm0614742,nm0923736,nm0007233",Atlantis: The Lost Empire,Walt Disney Studios Motion Pictures,"$84,056,472","$329,011",2,"$120,000,000",PG,"Action,Adventure,Animation,Family,Fantasy,Sci-Fi","Jun 8, 2001"
876,tt0228333,2001,98,nm0000118,"nm0837917,nm0000118","nm0913150,nm0000449,nm0001084,nm0000427,nm0005458,nm0000118,nm0837917,nm0455253,nm0031045,nm0452123",Ghosts of Mars,Screen Gems,"$8,709,640","$3,804,452","2,048","$28,000,000",R,"Action,Horror,Sci-Fi","Aug 24, 2001"
877,tt0229260,2000,90,nm0075666,"nm0617130,nm0844896,nm0066243,nm0075666","nm0001980,nm0232998,nm0877874,nm0498713,nm0517064,nm0075666,nm0617130,nm0844896,nm0066243,nm0140011",Book of Shadows: Blair Witch 2,Artisan Entertainment,"$26,437,094","$13,223,887","3,317","$15,000,000",R,"Adventure,Fantasy,Horror,Mystery,Thriller","Oct 27, 2000"
878,tt0230030,2000,93,nm0000601,"nm0177228,nm0001545,nm0312205,nm0000601,nm0865847","nm0016603,nm0000409,nm0000167,nm0640323,nm0794896,nm0000601,nm0177228,nm0001545,nm0312205,nm0865847",Bedazzled,Twentieth Century Fox,"$37,886,980","$13,106,526","2,568","$48,000,000",PG-13,"Comedy,Fantasy","Oct 20, 2000"
879,tt0230600,2001,101,nm0024622,nm0024622,"nm0749593,nm0000173,nm0001172,nm0001217,nm0542635,nm0024622,nm0100559,nm0191109,nm0839331,nm0013761",The Others,Miramax,"$96,522,687","$14,089,952","1,678","$17,000,000",PG-13,"Horror,Mystery,Thriller","Aug 10, 2001"
880,tt0231775,2001,87,"nm0919363,nm0919369","nm0561938,nm0000886,nm0001674,nm0189504,nm0503669,nm0127373","nm0503669,nm0001674,nm0005093,nm0001590,nm0506405,nm0919363,nm0919369,nm0561938,nm0000886,nm0189504",Down to Earth,Paramount Pictures,"$64,186,502","$17,268,883","2,521","$49,000,000",PG-13,"Comedy,Fantasy","Feb 16, 2001"
881,tt0232500,2001,106,nm0003418,"nm0508446,nm0860155,nm0074980,nm0043742","nm0605775,nm0004874,nm0908094,nm0735442,nm0108287,nm0003418,nm0508446,nm0860155,nm0074980,nm0043742",The Fast and the Furious,Universal Pictures,"$144,533,925","$40,089,015","2,628","$38,000,000",PG-13,"Action,Crime,Thriller","Jun 22, 2001"
882,tt0233142,2001,125,nm0509028,"nm0714428,nm0509028,nm0076791","nm0818344,nm0000621,nm0000126,nm0001073,nm0000225,nm0509028,nm0714428,nm0076791,nm0541989,nm0759627",3000 Miles to Graceland,Warner Bros.,"$15,749,959","$7,160,521","2,545","$62,000,000",R,"Action,Comedy,Crime,Thriller","Feb 23, 2001"
883,tt0233469,2002,108,nm0001112,"nm0740462,nm0341656,nm0341735","nm0720715,nm0000216,nm0000491,nm0626202,nm0000480,nm0001112,nm0740462,nm0341656,nm0341735,nm0287759",Collateral Damage,Warner Bros.,"$40,077,257","$15,058,432","2,824","$85,000,000",R,"Action,Drama,Thriller","Feb 8, 2002"
884,tt0234215,2003,138,"nm0905154,nm0905152","nm0905152,nm0905154","nm0821205,nm0000206,nm0000401,nm0005251,nm0915989,nm0905154,nm0905152,nm0005428,nm0204485,nm0691084",The Matrix Reloaded,Warner Bros.,"$281,576,461","$91,774,413","3,603","$150,000,000",R,"Action,Sci-Fi","May 15, 2003"
885,tt0235679,2000,93,nm0951197,"nm2291334,nm0795575,nm0814473","nm0605303,nm0853301,nm0835688,nm0559551,nm0510418,nm0951197,nm2291334,nm0795575,nm0814473,nm0559645",Pokémon 3 the Movie: Spell of the Unown,Warner Bros.,"$17,052,128","$8,240,752","2,675","$16,000,000",G,"Action,Adventure,Animation,Family,Fantasy,Sci-Fi","Apr 6, 2001"
886,tt0234354,2001,95,nm0040575,"nm0271552,nm0040575","nm0276803,nm0000188,nm0000307,nm0743304,nm0000368,nm0040575,nm0271552,nm0597857,nm1360674,nm0058418",Novocaine,Artisan Entertainment,"$2,036,682","$418,098",105,"$8,000,000",R,"Comedy,Crime,Drama,Thriller","Nov 16, 2001"
887,tt0234829,2001,104,nm0866132,"nm0266468,nm0309691","nm0006070,nm0005327,nm0004754,nm0911542,nm0000498,nm0866132,nm0266468,nm0309691,nm0005367,nm0918873",Summer Catch,Warner Bros.,"$19,753,553","$7,018,593","2,335","$34,000,000",PG-13,"Comedy,Drama,Romance,Sport","Aug 24, 2001"
888,tt0236348,2001,98,"nm0253323,nm0438226","nm0438226,nm0253323,nm0326406,nm0213642,nm0326402","nm0220533,nm0000337,nm0005346,nm0206257,nm0542759,nm0253323,nm0438226,nm0326406,nm0213642,nm0326402",Josie and the Pussycats,Universal Pictures,"$14,271,015","$4,562,455","2,556","$39,000,000",PG-13,"Comedy,Music","Apr 11, 2001"
889,tt0236388,2000,115,nm0000490,"nm0147825,nm0367724,nm0401018,nm0005170","nm0859661,nm0367724,nm0401018,nm0147825,nm0005170,nm0000490,nm0301835,nm0490124,nm0768434,nm0113084",The Original Kings of Comedy,Paramount Pictures,"$38,182,790","$11,053,832",847,"$13,000,000",R,"Comedy,Documentary","Aug 18, 2000"
890,tt0236784,2001,109,nm0000958,"nm0494170,nm0203577,nm0000958","nm0205383,nm0000112,nm0001691,nm0000130,nm0007237,nm0000958,nm0494170,nm0203577,nm0202753,nm0003542",The Tailor of Panama,Sony Pictures Entertainment (SPE),"$13,729,742","$1,837,068",199,"$21,000,000",R,"Comedy,Drama,Thriller","Mar 30, 2001"
891,tt0236493,2001,123,nm0893659,nm0437249,"nm0003011,nm0000093,nm0000210,nm0001254,nm0799777,nm0893659,nm0437249,nm0049689,nm0004744,nm0006293",The Mexican,DreamWorks Distribution,"$66,845,033","$20,108,829","2,951","$57,000,000",R,"Adventure,Comedy,Crime,Romance","Mar 2, 2001"
892,tt0237534,2001,142,nm0304521,"nm0127562,nm0304521","nm0491565,nm0494078,nm0001092,nm0753737,nm0001993,nm0304521,nm0127562,nm0334926,nm0352820,nm0006173",Brotherhood of the Wolf,Universal Pictures,"$11,260,096","$475,181",21,"$29,000,000",R,"Action,Adventure,Drama,Horror,Thriller","Jan 11, 2002"
893,tt0238112,2001,131,nm0006960,"nm0806256,nm0207408","nm0400240,nm0000115,nm0004851,nm0000457,nm0000288,nm0006960,nm0806256,nm0207408,nm0079677,nm0271479",Captain Corelli's Mandolin,Universal Pictures,"$25,543,895","$7,209,345","1,595","$57,000,000",R,"Drama,Music,Romance,War","Aug 17, 2001"
894,tt0237572,2001,124,nm0000576,"nm0246959,nm0472100,nm1400959","nm0759627,nm0000197,nm0001125,nm0165101,nm0199840,nm0000576,nm0246959,nm0472100,nm1400959,nm0280333",The Pledge,Warner Bros.,"$19,733,089","$5,765,347","1,275","$35,000,000",R,"Crime,Drama,Mystery,Thriller","Jan 19, 2001"
895,tt0238546,2002,101,nm0753382,"nm0723351,nm0008053,nm0678104","nm0204901,nm0004691,nm0870204,nm0603413,nm0001641,nm0753382,nm0723351,nm0008053,nm0678104,nm0764822",Queen of the Damned,Warner Bros.,"$30,336,800","$14,757,535","2,511","$35,000,000",R,"Drama,Fantasy,Horror","Feb 22, 2002"
896,tt0239395,2001,87,nm0349183,"nm0720135,nm0275629","nm0675013,nm0000285,nm0001497,nm0000156,nm0001610,nm0349183,nm0720135,nm0275629,nm0002211,nm0493662",Cats & Dogs,Warner Bros.,"$93,385,515","$21,707,617","3,040","$60,000,000",PG,"Action,Comedy,Family,Fantasy","Jul 4, 2001"
897,tt0239948,2001,90,nm0240797,"nm0625026,nm0220045","nm0016473,nm0004755,nm0001872,nm0085312,nm0001605,nm0240797,nm0625026,nm0220045,nm0605775,nm0801117",Saving Silverman,Sony Pictures Entertainment (SPE),"$19,402,030","$7,411,852","2,467","$22,000,000",PG-13,"Comedy,Crime,Romance","Feb 9, 2001"
898,tt0239949,2001,95,nm0736930,"nm0310087,nm0841532","nm0858554,nm0005098,nm0001287,nm0428963,nm0000398,nm0736930,nm0310087,nm0841532,nm0125803,nm0268380",Say It Isn't So,Twentieth Century Fox,"$5,520,393","$2,861,903","1,974","$25,000,000",R,"Comedy,Romance","Mar 23, 2001"
