,tconst,directors,actors,distributor,mpaa,release_year,budget,opening_revenue,domestic_revenue,opening_theaters,runtime_minutes,release_month,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news
1283,tt0349169,nm0850044,"nm0281698,nm0004937,nm0005517,nm0004820,nm0001493,nm0868178,nm0588883,nm0377454,nm0292482",Screen Gems,PG-13,2004,13832998.413537811,7039027.7568165,16965230.527012166,1318,85,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1284,tt0332452,nm0000583,"nm0000035,nm0000093,nm0051509,nm0089217,nm0002103,nm1217703,nm0933213",Warner Bros.,R,2004,242077472.2369117,64828916.98457959,184502120.364844,3411,163,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1285,tt0298148,"nm0011470,nm0970447,nm0038432","nm0000196,nm0000552,nm0000139,nm0000267",DreamWorks Distribution,PG,2004,207494976.20306718,149448779.49759915,610348197.4762243,4163,93,5,2,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1286,tt0367085,nm0855843,"nm0782930,nm0002391,nm0004879,nm0000792,nm0366389,nm0748037,nm0753526",Metro-Goldwyn-Mayer (MGM),R,2004,22132797.461660497,7813549.787689053,19630062.22369117,1566,86,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,tt0323298,nm0585011,"nm0309423,nm0717176,nm0185819,nm0934318,nm0891092,nm0002941,nm0760255,nm0473696",Sony Pictures Classics,R,2003,3563787.465940054,88257.90935149863,1515554.7894604905,7,112,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1288,tt0319262,nm0000386,"nm0107463,nm0000598,nm0350453,nm0002536,nm0005231,nm0330428,nm0460057,nm0825336",Twentieth Century Fox,PG-13,2004,172912480.16922265,95092988.84129032,258318517.63097835,3425,124,5,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,tt0332375,nm0200380,"nm0898549,nm0540441,nm0601553,nm0000346,nm0297578,nm0645164,nm0827840,nm0005468",United Artists,PG-13,2004,6916499.206768906,477426.5740454786,12367505.662210472,20,92,5,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1290,tt0304141,nm0190859,"nm0650038,nm0705356,nm0914612,nm0342488,nm0341743,nm0001060,nm0382268",Warner Bros.,PG,2004,179260200.3162889,129187816.73481287,344098323.2006221,3855,142,6,4,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1291,tt0356634,nm0382072,"nm0065100,nm0005227,nm0001349,nm0864997,nm0000195,nm0204862",Twentieth Century Fox,PG,2004,68946230.89088035,29960737.69426463,103928981.70689511,3094,80,6,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1292,tt0374900,nm0381478,"nm1067825,nm1417647,nm0708293,nm0340973,nm1088052,nm1418538,nm1365515,nm1414749",Fox Searchlight Pictures,PG,2004,551569.8471270427,160873.61946230894,61418620.72953084,6,96,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1293,tt0327162,nm0000568,"nm0748784,nm0000173,nm0000541,nm0000111,nm0000335,nm0209773,nm0344620",Paramount Pictures,PG-13,2004,124103215.60358462,29518337.30913021,82024975.12832895,3057,93,6,4,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1294,tt0296572,nm0878638,"nm0006251,nm0004874,nm0001132,nm0272173,nm0628601,nm0962647,nm0472256",Universal Pictures,R,2004,144787084.87084872,33492927.564733792,79648081.3968582,2757,119,6,4,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,tt0327437,nm0178997,"nm0045927,nm0000329,nm0176869,nm0000980,nm0000870",Walt Disney Studios Motion Pictures,PG,2004,151681707.95993677,10446914.922635742,33105411.137237746,2801,120,6,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1296,tt0362227,nm0000229,"nm0662748,nm0000158,nm0001876,nm0564277,nm0001804,nm0531827",DreamWorks Distribution,PG-13,2004,82735477.0690564,26272925.14927781,107380835.42913021,2811,128,6,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1297,tt0364725,nm1098493,"nm0014101,nm0001774,nm0852132,nm0000681,nm0001800,nm0180366,nm0788640,nm0956195,nm0062328",Twentieth Century Fox,PG-13,2004,27578492.35635214,41464533.52700053,157647950.74513444,2694,92,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1298,tt0361596,nm0601619,"nm1651785,nm0601619,nm0124133,nm0000255,nm0005567,nm0194365,nm0323359,nm1345020,nm0257373,nm0725063",Lionsgate,R,2004,8273547.706905642,32984755.233178705,164360604.04703218,868,122,6,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1299,tt0381707,nm0005540,"nm0562598,nm0005541,nm0915465,nm0005311,nm0005533,nm0023315",Sony Pictures Entertainment (SPE),PG-13,2004,51020210.859251454,27132752.21579336,97671657.58734846,2726,109,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,tt0332280,nm0001024,"nm0425741,nm0001687,nm0001258,nm1046097,nm0331516,nm0365036",New Line Cinema,PG-13,2004,39988813.9167106,18566868.353136532,111695358.1815182,2303,123,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1301,tt0316654,nm0000600,"nm0001497,nm0000379,nm0000547,nm0290556",Sony Pictures Entertainment (SPE),PG-13,2004,275784923.5635214,121560791.6242172,515146690.96020037,4152,127,6,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,tt0381681,nm0000500,"nm0322204,nm0000160,nm0000365,nm0229943,nm1195302,nm0908323,nm0199679,nm0010471",Warner Independent Pictures (WIP),R,2004,3728993.664202745,303049.790654699,8038949.349091868,20,80,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1303,tt0352277,nm0005563,"nm0598520,nm0000177,nm0000171,nm0000596,nm0573618,nm0184620,nm0935203,nm0682503",United Artists,PG-13,2004,20716631.46779303,404613.7669799366,18585073.77722281,16,125,7,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1304,tt0349683,nm0298807,"nm0119322,nm0654110,nm0226820,nm0461136,nm0344435,nm0000988,nm0001877,nm0005744",Walt Disney Studios Motion Pictures,PG-13,2004,165733051.74234423,20984438.124994718,71655021.91134107,3086,126,7,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1305,tt0357413,nm0570912,"nm0366812,nm0002071,nm0000775,nm0136797,nm0748620,nm0031976,nm0943391,nm0005630,nm0924544",DreamWorks Distribution,PG-13,2004,35908827.87750792,39246090.75728616,117792422.78429776,3091,94,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,tt0348593,nm0931095,"nm0953616,nm0000313,nm0000107,nm0287898,nm1102577,nm0136904,nm0180912,nm0394046",Focus Features,R,2004,10358315.733896514,630995.4478986271,5323654.990327349,47,111,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,tt0356470,nm0743093,"nm0921222,nm0240381,nm0614877,nm0177639,nm0126004,nm1058415,nm0523324,nm0783346",Warner Bros.,PG,2004,26241066.52587117,18815328.08711721,71041714.32338965,2625,95,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1308,tt0343818,nm0001639,"nm0204862,nm0000226,nm0005256,nm0339304,nm0876138,nm0056283",Twentieth Century Fox,PG-13,2004,165733051.74234423,72066099.26733896,199985961.9766948,3420,115,7,4,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1309,tt0359423,nm1555287,"nm0745746,nm0268199,nm1316767,nm0000705,nm0000651,nm0366363,nm0001371,nm0463025",Warner Independent Pictures (WIP),R,2004,8977206.96937698,89396.40810982048,1422365.2455332628,5,97,7,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1310,tt0327554,nm0685759,"nm0000932,nm0000232,nm0000973,nm0933727",Warner Bros.,PG-13,2004,138110876.45195353,23103755.048585,55523857.99143611,3117,104,7,4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311,tt0372183,nm0339030,"nm0761296,nm0000354,nm0004376,nm0000260,nm0004051,nm0189777,nm0550881",Universal Pictures,PG-13,2004,103583157.33896515,72538408.08041182,243409289.3910348,3165,108,7,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1312,tt0333766,nm0103785,"nm0003394,nm0103785,nm0765597,nm0000204,nm0000453,nm0008330,nm1344784,nm0357074,nm1305447,nm0279412",Fox Searchlight Pictures,R,2004,3452771.911298838,277761.68917634635,36989291.36173178,9,102,7,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1313,tt0167456,nm0000408,"nm0000200,nm0000381,nm0001426,nm1227232",Universal Pictures,PG,2004,78723199.5776135,3821265.5407602955,9503294.776631467,2057,95,7,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1314,tt0368008,nm0001129,"nm0381245,nm0000243,nm0000630,nm0000658,nm0253708",Paramount Pictures,R,2004,110488701.16156282,27647891.53558606,91091898.66240759,2867,129,7,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1315,tt0366551,nm0500444,"nm0457598,nm0158626,nm0671980,nm0256121,nm0863999,nm1144042,nm0788513",New Line Cinema,R,2004,12429978.880675817,7181765.5755015835,25205994.562302005,2135,88,7,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,tt0368447,nm0796117,"nm0854403,nm0000244,nm0000458,nm0001618,nm0397171,nm0580303,nm0748784,nm0006133,nm0005683",Walt Disney Studios Motion Pictures,PG-13,2004,82866525.87117212,70085941.4817529,157719195.75839493,3730,108,7,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1317,tt0369339,nm0000520,"nm0131700,nm0000129,nm0004937,nm0000586,nm0749263,nm0724641,nm0006133,nm0066244",DreamWorks Distribution,R,2004,89724696.56992085,34097397.290532984,139426246.97702375,3188,120,8,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,tt0361841,nm0403541,"nm0792061,nm0005261,nm0515296,nm0000456,nm0000870,nm0326063,nm0771834",Revolution Studios,PG-13,2004,48313298.1530343,9766487.669097625,28572026.241562005,2445,107,8,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1319,tt0418038,nm0339254,"nm1294237,nm0154877,nm0004847,nm12410705,nm0169482,nm1667604,nm0193076,nm1664826,nm1664828",Cinema Libre Studio,UNRATED,2004,276075.9894459103,107644.78904485489,637144.7330026386,5,75,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1320,tt0374102,nm0448900,"nm0752436,nm1047403,nm0825627,nm1677525,nm0490582,nm0006251",Lionsgate,R,2003,708510.292524377,1560058.8939653304,43376222.99710726,47,79,8,4,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1321,tt0373283,nm0514662,"nm0376769,nm0021607,nm0689168,nm1109458,nm0046541,nm1409460,nm1405961",Excel Entertainment,PG-13,2003,1105276.056338028,182875.00862405202,1856962.9660888407,26,90,8,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1322,tt0368933,nm0005190,"nm0001365,nm0004266,nm0089485,nm0000267,nm0001185,nm0153744",Walt Disney Studios Motion Pictures,G,2004,55215197.88918206,31688627.38071768,131371423.54059103,3472,113,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1323,tt0370263,nm0027271,"nm0140826,nm0005125,nm0000448,nm0100556,nm0001971",Twentieth Century Fox,PG-13,2004,82822796.83377309,52856205.860643804,110819981.79125066,3395,101,8,4,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,tt0361309,nm0192845,"nm0006016,nm0749263,nm0000368,nm0470244,nm0915208,nm0329133,nm0434838",Warner Independent Pictures (WIP),R,2004,4141139.8416886544,139825.58675461743,2817374.7976147756,7,101,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1325,tt0204313,nm0001317,"nm0732708,nm0001745,nm0001713,nm0195439,nm1576352",Warner Bros.,R,2004,110430395.77836412,24921380.94766227,57730230.82771504,2803,114,8,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1326,tt0364751,nm0109359,"nm0000498,nm0001293,nm1009277,nm1677499",Paramount Pictures,PG-13,2004,26227218.997361477,18675085.76555145,80295772.53463852,2730,95,8,4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1327,tt0299977,nm0955443,"nm0241753,nm0001472,nm0504897,nm0001041,nm0955471,nm0465067,nm5734020",Miramax,PG-13,2002,44875716.65744328,25767346.983951304,77750825.62289985,2031,120,8,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1328,tt0366174,nm0514546,"nm0004820,nm0834380,nm0126021,nm0582257",Screen Gems,PG-13,2004,27607598.94459103,17685824.05294987,44501962.82947757,2905,97,8,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,tt0324127,nm0580729,"nm0543739,nm0001173,nm0001426,nm0005251,nm0502015,nm1198319,nm0906048",Paramount Pictures,R,2004,37270258.57519789,4757306.940633246,12044937.288474934,1500,99,8,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1330,tt0241025,nm0619762,"nm0206433,nm0000702,nm0304801,nm0700856,nm0001667",Focus Features,PG-13,2004,31681864.139020536,6611867.298578199,22227549.578894153,1051,141,9,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,tt0318627,nm0936838,"nm0736835,nm0000170,nm0347149,nm0531095,nm0004912,nm0093337,nm0138502,nm0004582",Screen Gems,R,2004,61986255.92417061,31731829.19371248,70528585.98549762,3284,94,9,4,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,tt0388230,nm1496042,"nm1076937,nm1340695,nm1536635,nm1757718,nm0454047",Painted Zebra Releasing,R,2004,275494.4707740916,18520.11579778831,175334.323507109,2,90,9,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1333,tt0337921,nm0254786,"nm0653211,nm0000107,nm0262635,nm0005458,nm0000513,nm0002041,nm0516056",New Line Cinema,PG-13,2004,34436808.84676145,14601206.951026855,44084101.77377567,2749,94,9,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1334,tt0360201,nm0518644,"nm0153877,nm0000379,nm0079273,nm0269463,nm0000554,nm0079677",Universal Pictures,PG-13,2004,42701642.9699842,9806205.025118483,23418590.69197472,2034,98,9,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
1335,tt0346156,nm0175775,"nm0012055,nm0000569,nm0000179,nm0001401,nm0000610,nm0000816,nm0001244,nm0644749,nm0790481",Paramount Pictures,PG,2004,96423064.77093206,21461402.21061611,52017043.57563981,3170,106,9,4,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1336,tt0356618,nm0747849,"nm0000035,nm0000194,nm0922035,nm1468254,nm1721039,nm0169260,nm0423134,nm0005387",Revolution Studios,PG-13,2004,57853838.86255924,28957376.722496048,92474552.66581358,3104,91,9,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1337,tt0307453,"nm0074426,nm0421776,nm1224299","nm0000226,nm0000134,nm0000250,nm0001401",DreamWorks Distribution,PG,2004,102769250.9167103,65230529.317401774,220422103.8159036,4016,90,10,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1338,tt0356721,nm0751102,"nm0005687,nm0005403,nm0000179,nm0915208,nm0000242,nm0329084,nm0748784,nm0109726",Fox Searchlight Pictures,R,2004,27405133.577789415,400357.4856678889,17519323.590487164,4,107,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,tt0390538,nm1503401,"nm1503401,nm1668821,nm1674974,nm1668783,nm0935829,nm0509032,nm0129992,nm0002529",Wellspring Media,UNRATED,2003,311.0704864864865,18013.809081081083,837082.1953945946,1,88,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1340,tt0361696,nm0573732,"nm0722603,nm0240381,nm0179173,nm0000360,nm1268888,nm0112335,nm0228690",New Line Cinema,PG,2004,20553850.183342062,6303180.722891565,14267085.135463592,2521,107,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1341,tt0390384,nm1503403,"nm1503403,nm1503383,nm1503463,nm0881420",THINKFilm,PG-13,2004,9591.796752226295,38589.168590885274,582030.2269250916,4,77,10,4,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,tt0390022,nm0000916,"nm0718687,nm0000671,nm0379596,nm1035682,nm0085407,nm0004976,nm1146294",Universal Pictures,PG-13,2004,41107700.366684124,27773766.880827654,83936334.87177579,2667,118,10,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1343,tt0372588,nm0005295,"nm0241374,nm0005295,nm0001778,nm1224826,nm0588766,nm0748784,nm0004581,nm0691084,nm0901113",Paramount Pictures,R,2004,43848213.72446307,16608001.500031428,44925336.87306443,2539,98,10,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,tt0358135,nm0155093,"nm0001189,nm0000152,nm0000182,nm0000215,nm0001804,nm0276353,nm0022903",Miramax,PG-13,2004,68512833.94447353,15894977.47511786,79324789.45898375,1772,106,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1345,tt0375063,nm0668247,"nm0003659,nm0316079,nm0002006,nm0000515,nm0644897,nm0518757,nm0448843",Fox Searchlight Pictures,R,2004,21924106.862231534,283700.6833106338,97978275.87284441,4,127,10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1346,tt0391198,nm1234345,"nm0002366,nm0001264,nm0004736,nm0245112,nm0544611,nm0406772,nm0000600,nm0849964",Sony Pictures Entertainment (SPE),PG-13,2004,13702566.788894707,53616383.06511262,151220652.85848087,3245,91,10,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1347,tt0337876,nm0322242,"nm0682177,nm0000173,nm1080974,nm0000002,nm0396812,nm1268625,nm0606835",New Line Cinema,R,2004,27405133.577789415,1756669.0623363014,6981509.848695652,550,100,10,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1348,tt0387564,nm1490123,"nm0002252,nm0000144,nm1191481,nm0000418,nm0504962,nm0121117,nm0388898,nm0467977,nm0167197",Lionsgate,R,2004,1644308.014667365,25043452.34350969,75617676.486066,2315,103,10,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1349,tt0350258,nm0000431,"nm0035661,nm0004937,nm0005093,nm0913488,nm0694066,nm0049920,nm0049945,nm0071363",Universal Pictures,PG-13,2004,54810267.15557883,27459573.875641692,103223628.03143005,2006,152,10,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1350,tt0375173,nm0796124,"nm0347465,nm0000179,nm1092227,nm0000215,nm0853041,nm0001396,nm0694173",Paramount Pictures,R,2004,82172356.0209424,8516253.957958115,18351568.70462827,2215,103,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1351,tt0317705,nm0083348,"nm0524796,nm0005266,nm0000168,nm0000456,nm0005134,nm0907869,nm0315974,nm1285750,nm0510936",Walt Disney Studios Motion Pictures,PG,2004,125997612.56544502,96508176.75175916,358053841.5054659,3933,115,11,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1352,tt0338348,nm0000709,"nm0854074,nm0000158,nm0178875,nm0005052,nm0366667,nm0324556,nm0823330",Warner Bros.,G,2004,225973979.05759162,31942398.421287958,222927244.48353925,3650,100,11,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
1353,tt0420332,nm0007181,"nm1191112,nm0451321,nm0006689,nm0611552,nm0451601,nm1722045,nm0463317,nm0576540",Yash Raj Films,UNRATED,2004,9586774.869109947,1154535.2974869108,4024434.9613821986,88,192,11,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
1354,tt0387575,nm0238841,"nm0225323,nm0000236,nm0000374,nm0000691,nm0101710,nm0456946,nm0797190,nm0006043,nm0493645",Rogue Pictures,R,2004,16434471.204188481,12051945.549738219,23396841.801172774,2061,87,11,4,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,tt0362269,nm0174374,"nm0792555,nm0000553,nm0001473,nm0000563,nm0765597,nm0616153,nm0001980,nm0005695,nm0441717",Fox Searchlight Pictures,R,2004,15064931.937172774,231504.17861780102,14044596.422921466,5,118,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1356,tt0367479,nm0711840,"nm1246087,nm0000112,nm0000161,nm0000437,nm0000332,nm0004927,nm0827731",New Line Cinema,PG-13,2004,82172356.0209424,15749701.570680628,38800736.0764712,2819,97,11,4,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1357,tt0308644,nm0286975,"nm0434222,nm0000136,nm0000701,nm0001046,nm0593664,nm0068935,nm0321621",Miramax,PG,2004,34238481.675392665,302016.2773193717,70778628.84694241,8,106,11,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1358,tt0317198,nm0452319,"nm0079677,nm0000250,nm0000147,nm0000424,nm0428121",Universal Pictures,R,2004,54781570.68062827,11893154.319424083,55091381.00591623,530,108,11,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1359,tt0275491,nm0000264,"nm0305558,nm0555093,nm0194572,nm0319843,nm0021948,nm0407076,nm0003900,nm0757814",Sony Pictures Classics,NC-17,2004,6847696.335078534,201829.0017801047,7137822.272481675,3,106,11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,tt0368891,nm0005509,"nm0000115,nm1208167,nm0058581,nm0000293",Walt Disney Studios Motion Pictures,PG,2004,136953926.70157066,48129107.646219894,236942473.8759581,3017,131,11,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1361,tt0345950,"nm0384864,nm0651706","nm0444786,nm0001787,nm0120309,nm0492657",Paramount Pictures,PG,2004,41086178.0104712,43850204.071790576,116983288.67547643,3212,87,11,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1362,tt0388419,nm0005387,"nm0002201,nm0000741,nm0000130,nm0000101,nm0001826,nm0055431,nm0705365",Revolution Studios,PG,2004,82172356.0209424,29542149.380073298,101045345.30208376,3393,99,11,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1363,tt0410454,nm1112199,"nm0003308,nm0377462,nm0425053,nm1289674,nm0834947,nm0842857,nm0136550,nm0002459",Excel Entertainment,PG,2004,10271544.5026178,343952.9392146597,4584734.01860733,32,118,11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1364,tt0346491,nm0000231,"nm0778285,nm0268199,nm0000164,nm0206257,nm0001401,nm0097001,nm0453091",Warner Bros.,R,2004,212278586.38743454,18745003.09756021,46971349.822837695,2445,175,11,2,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
1365,tt0344510,nm0000466,"nm0773685,nm0851582,nm0880484,nm0000149,nm0684500,nm0000823,nm0216632",Warner Independent Pictures (WIP),R,2004,77515922.513089,139349.25087958114,8935406.928785339,4,133,11,4,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1366,tt0376541,nm0001566,"nm0089182,nm0000204,nm0000179,nm0654110,nm0000210,nm0111225,nm0130492,nm0003552",Sony Pictures Entertainment (SPE),R,2004,37113578.560168155,10595200.902280608,46718788.50012611,476,104,12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1367,tt0359013,nm0275286,"nm1014697,nm0000648,nm0001434,nm0000205,nm0005351,nm0291293,nm0365036",New Line Cinema,R,2004,89347503.94114555,22130689.4377299,72044199.65996847,2912,113,12,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,tt0349903,nm0001752,"nm0391794,nm0000123,nm0000093,nm0000210,nm0001876,nm0005545",Warner Bros.,PG-13,2004,151203468.20809248,53819334.98244876,172570277.7244351,3290,125,12,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,tt0362270,nm0027572,"nm0005934,nm0000195,nm0005562,nm0001378,nm0000949,nm0578814,nm0748784,nm0006205",Walt Disney Studios Motion Pictures,R,2004,68728849.18549658,155444.0382028376,33017893.103236992,2,119,12,4,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1370,tt0405159,nm0000142,"nm0185088,nm0005476,nm0000142,nm0000151,nm0059431,nm0742347,nm0748665,nm0827869",Warner Bros.,PG-13,2004,41237309.51129795,247359.25194955332,138134269.28610614,8,132,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1371,tt0377062,nm0601382,"nm0089614,nm0000598,nm0001584,nm0000610,nm0879085,nm0017703",Twentieth Century Fox,PG-13,2004,61855964.26694692,6899592.949343141,28878735.27461902,2604,113,12,4,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1372,tt0338751,nm0000217,"nm0000520,nm0000138,nm0000949,nm0000295,nm0000604,nm0166787,nm0262509,nm0454752",Miramax,PG-13,2004,151203468.20809248,1179415.9181397792,141045797.9088807,40,170,12,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1373,tt0339291,nm0797869,"nm0888329,nm0000120,nm0000179,nm0000658,nm0014582,nm0531827,nm0662748",Paramount Pictures,PG,2004,192440777.71939042,41322197.88750394,163072320.52820808,3620,108,12,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
