,director,sum_power,wciar_power
173,nm0001591,3015779.932158895,27815.660295582176
174,nm0001628,79497569.33182113,1048164.0603116388
175,nm0001639,117905709.21691325,8807866.7067009
176,nm0001661,58389176.50700578,366439.2803557875
177,nm0001674,26404957.364058398,663370.0842056132
178,nm0001675,287917550.8745746,25626053.3094371
179,nm0001676,42150.07452420701,26.715783635137857
180,nm0001681,17925771.653627597,391963.6119724357
181,nm0001692,48214.2197171381,30.559392281982976
182,nm0001707,189715.49520478793,622.9880003079284
183,nm0001708,246940612.53339124,2321692.8166794376
184,nm0001710,3051540.2323475094,137136.15522616974
185,nm0001716,177779151.08296168,6487858.322680409
186,nm0001723,255401199.86866456,4134471.398055737
187,nm0001741,554463879.0546536,83454394.2762314
188,nm0001747,51217311.0088543,13512342.24448966
189,nm0001752,265638347.4540159,16441414.272006812
190,nm0001754,37056.16446638279,2546.4802319729833
191,nm0001756,351100388.7343268,13265490.230336886
192,nm0001774,100987620.07834259,4485747.256699154
193,nm0001775,92752.28621580548,91.85741507344261
194,nm0001801,89826.8750611247,530.2442800619688
195,nm0001814,17872536.940001037,194889.15969703894
196,nm0001837,37066389.98882163,767614.8443985855
197,nm0001873,4846319.394998964,167239.72341450318
198,nm0001874,2570464.9549097475,18966.68366946381
199,nm0001878,190142566.06085312,6205278.6199164605
200,nm0002700,145377868.32626712,37664362.77774205
201,nm0001880,104427872.39856872,10265178.344947793
202,nm0001885,146918.67746640614,2856.770480221332
203,nm0001887,11161163.546047904,2318.0829767095233
204,nm0001915,10323653.961118594,7241.5097084059635
205,nm0001994,37475653.92458505,302094.806719595
206,nm0002020,7531200.073337461,35565.08680211429
207,nm0002041,14536443.766726263,5954127.366851078
208,nm0002044,30357674.175173193,143675.845004331
209,nm0002077,33058191.855609454,18595011.868358135
210,nm0002083,43261308.99908841,705914.2841356543
211,nm0002089,14064566.646887284,7863.395306157277
212,nm0002120,118838859.45441628,28712025.413153775
213,nm0002653,282293304.3978658,23770498.079288214
214,nm0002132,9095743.533576388,83893.4265619912
215,nm0002159,17554222.68147856,617634.3025553564
216,nm0002184,6940926.714289925,1455617.834072655
217,nm0002191,201891.99872757346,13873.912509744034
218,nm0002240,11200660.633854546,82646.28806767538
219,nm0541677,11200660.633854546,82646.28806767538
220,nm0002337,17615066.10283382,162470.30812022608
221,nm0002339,9722756.215327779,835178.3994362714
222,nm0002340,8788835.634961609,11999.941804448954
223,nm0002657,269138322.8305827,48770607.763297096
224,nm0002718,116122.75901541224,7979.89523667976
225,nm0505522,116122.75901541224,7979.89523667976
226,nm0002892,12011889.310639806,2519075.76915869
227,nm0003021,56915362.973263875,23312532.673848886
228,nm0003080,28208568.238977186,41142.49498873872
229,nm0003160,144985508.0619582,50852716.950289115
230,nm0003343,7357792.751149863,132546.2107693916
231,nm0003418,238992778.1742313,12645871.534917226
232,nm0003423,29017208.88949787,18391.841132859976
233,nm0003458,38798.78049115042,3332.7898666834794
234,nm0003474,27144068.586448215,351663.5948211907
235,nm0003506,278757747.296787,71447805.07582429
236,nm0003557,78758.16851956969,6765.275161688175
237,nm0003587,26.32934071464519,0.926381320557711
238,nm0003620,88423358.74665622,3559018.4742960664
239,nm0003697,19952839.271073967,1699047.3387796574
240,nm0004056,210442374.53627515,10572074.800657164
241,nm0005124,155080249.6234142,10962627.090971105
242,nm0004121,12964211.113663366,76527.19505001264
243,nm0004217,21324916.928616535,13647946.834314585
244,nm0004234,215388.23101098737,56462.73243014429
245,nm0004303,134362877.71801582,12236879.26930371
246,nm0004306,113717367.12540267,15054487.293616109
247,nm0004332,1727542.9767699572,94972.67952206667
248,nm0004363,477352.9857663873,16795.365068919513
249,nm0004675,45360073.348898776,653707.5501811171
250,nm0004716,63252747.32812187,13754950.315679796
251,nm0004810,11917905.626584351,655193.7907583258
252,nm0004838,18613807.481451146,296480.6640229925
253,nm0004886,6583781.928816015,452434.0490921696
254,nm0005008,19124914.600133117,5077538.843231328
255,nm0005069,41402618.33538904,2783086.519709056
256,nm0005076,19628813.805280376,181043.85236825224
257,nm0074426,84859343.12268215,1649904.7900034077
258,nm0666802,19628813.805280376,181043.85236825224
259,nm0005077,10761.81568784863,924.4329284977928
260,nm0005101,299908.40641347563,40253.02491691735
261,nm0005113,19280.472165745854,277.8608872357771
262,nm0005116,2279080.1023263885,21020.80368554936
263,nm0506977,76642321.9361604,8229406.655132812
264,nm0005139,271674.45847816253,12387.728323058542
265,nm0005190,245992042.6545918,12059553.517274627
266,nm0005196,21090027.128082532,14732.91601413865
267,nm0005197,10339271.317517402,95362.94595144475
268,nm0005222,249093224.6955472,35721330.91640754
269,nm0005237,40838014.330249496,518563.0660213187
270,nm0005295,34449544.91999533,505626.3009737717
271,nm0005303,23729344.87606972,3333303.106197253
272,nm0005363,211673725.15843463,82685387.92410943
273,nm0005366,289839480.8165602,6304923.67679446
274,nm0005367,103250090.59324507,3633263.737898068
275,nm0005387,74021224.02465922,1178038.881326672
276,nm0005390,263353.6542467381,14478.020253079456
277,nm0005421,24935542.25418889,1758792.6361055367
278,nm0005436,177518117.2678444,3914619.9177484135
279,nm0005509,198911509.0423228,30462002.310084585
280,nm0005522,13663232.43495674,18857.070379452398
281,nm0005540,149234223.07304546,2528081.558380824
282,nm0005563,14281678.697603742,113302.36361412969
283,nm0005647,98910623.3535516,1567969.7631657636
284,nm0005871,6230876.76519802,36780.60449357801
285,nm0006476,12425072.883827457,853844.5069832859
286,nm0006487,36826697.65495582,2247372.910803028
287,nm0006554,52645.18778991471,3617.749757591397
288,nm0006625,51622032.9183683,51123.98516716492
289,nm0006841,46085.42687760105,2533.5731361471494
290,nm0006846,21799676.258132666,13951792.80520491
