,distributor,mpaa,budget,opening_revenue,opening_theaters,runtime_minutes,release_year,release_month,release_date,release_day,genre_crime,genre_drama,genre_adventure,genre_thriller,genre_horror,genre_action,genre_fantasy,genre_sci-fi,genre_comedy,genre_war,genre_mystery,genre_biography,genre_history,genre_romance,genre_family,genre_musical,genre_sport,genre_music,genre_animation,genre_western,genre_documentary,genre_news,director_power,actor_power
1621,Metro-Goldwyn-Mayer (MGM),PG-13,77352981.76441596,7740737.380275997,2033,140,2006,9,2006-09-22,4,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,16876654.39457861,378285075.1354826
1622,Fox Searchlight Pictures,R,7735298.176441596,184227.72901922127,4,123,2006,9,2006-09-27,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,22698825.106397238,109555091.93012834
1623,MGM/Weinstein,PG-13,45122572.69590931,11090268.46134056,3004,100,2006,9,2006-09-29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,358649879.5202167,442534399.8377367
1624,Sony Pictures Entertainment (SPE),PG,109583390.83292261,30457153.843942825,3833,86,2006,9,2006-09-29,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,294037523.4434132,688451967.8030224
1625,IDP Distribution,PG,128921.63627402659,1790721.5278462295,441,111,2006,9,2006-09-29,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13122070.870586494,13122070.870586496
1626,The Bigger Picture,PG,3888731.4172447966,189115.4900396432,207,87,2006,10,2006-10-06,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,327594.5120515361,327594.5120515362
1627,Lionsgate,PG-13,15554925.668979187,14787226.57126858,2579,103,2006,10,2006-10-06,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,36871467.09915758,216007313.7941811
1628,New Line Cinema,R,33702338.9494549,126970.96950445985,5,137,2006,10,2006-10-06,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60062234.615692124,500567987.0462243
1629,New Line Cinema,R,20739900.891972248,24823068.880079284,2820,91,2006,10,2006-10-06,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98086841.90353253,143417469.1941033
1630,Warner Bros.,R,116661942.5173439,34852712.5510109,3017,151,2006,10,2006-10-06,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518655525.2938348,1278793597.53414
1631,Bullz Eye Productions,UNRATED,64812.19028741327,1014.9588999008919,1,87,2006,10,2006-10-06,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.9588999008919,1014.9588999008919
1632,Libero,PG,1296243.8057482655,54260.76570862239,2,110,2006,10,2006-10-13,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2211813.211843409,7649703.18847745
1633,8x Entertainment,PG,25924876.11496531,5607550.703666996,909,123,2006,10,2006-10-13,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,17364431.46829534,34500751.223978974
1634,Sony Pictures Entertainment (SPE),PG-13,25924876.11496531,26994666.12784935,3211,102,2006,10,2006-10-13,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201960611.69543827,272166310.5491262
1635,Walt Disney Studios Motion Pictures,PG-13,51849752.22993062,19186751.93387512,2281,130,2006,10,2006-10-20,4,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,480898586.5734131,524109256.62276685
1636,Twentieth Century Fox,PG,19443657.086223982,9985680.266015856,2877,95,2006,10,2006-10-20,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,28643675.714086283,159499343.24483272
1637,Sony Pictures Entertainment (SPE),PG-13,51849752.22993062,6949227.854806739,859,123,2006,10,2006-10-20,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,91157086.1791928,321354835.7683106
1638,DreamWorks,R,116661942.5173439,13280264.076214071,1876,135,2006,10,2006-10-20,4,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,691622385.1356584,161395403.61063388
1639,Newmarket Films,R,2592487.611496531,365252.98709613475,143,97,2006,10,2006-10-27,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,672862.0121506441,24152948.304583814
1640,Lionsgate,R,12962438.057482654,43567261.14252725,3167,108,2006,10,2006-10-27,4,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218306580.11388564,248064204.41434437
1641,DreamWorks,PG,193427880.89330024,24424259.250550866,3707,85,2006,11,2006-11-03,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,83947274.5067196,1513433655.650671
1642,Twentieth Century Fox,R,23367126.550868485,34343786.21571216,837,84,2006,11,2006-11-03,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,166823054.61814392,204851452.44297373
1643,Sony Pictures Entertainment (SPE),PG-13,38945210.91811414,17409928.18424814,2264,113,2006,11,2006-11-10,4,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,169860693.06050804,475824223.07517165
1644,Twentieth Century Fox,PG-13,45436079.404466495,4831187.166908189,2066,117,2006,11,2006-11-10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1155826561.4718566,243926052.64583486
1645,Sony Pictures Entertainment (SPE),PG-13,194726054.59057072,53008529.095741935,3434,144,2006,11,2006-11-17,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539569339.2539098,421143432.9004775
1646,Warner Bros.,PG,129817369.72704715,53917608.97977171,3804,108,2006,11,2006-11-17,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,266778936.95159099,1166509143.704673
1647,New Line Cinema,R,25963473.94540943,4037320.198511166,1919,93,2006,11,2006-11-22,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,10819726.042928038,158273490.51486087
1648,Excel Entertainment,PG,8438129.032258064,260085.20572704714,44,93,2006,11,2006-11-22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4379395.969538222,7929282.787105262
1649,Warner Bros.,PG-13,45436079.404466495,4892429.80925062,1472,97,2006,11,2006-11-22,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13168686.966848634,476862248.6446942
1650,Walt Disney Studios Motion Pictures,PG-13,97363027.29528536,26709666.78294789,3108,126,2006,11,2006-11-22,2,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461418139.1966267,951055850.7817831
1651,Aloha Releasing,PG,3888731.4172447966,10856.041873141723,41,94,2006,12,2006-12-01,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16567.29208126858,16567.29208126858
1652,New Line Cinema,PG,45368533.201189294,10402356.541129831,3083,101,2006,12,2006-12-01,4,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,70458900.14249519,138192925.14660844
1653,Fox Atomic,R,12962438.057482654,4643863.431258672,1570,93,2006,12,2006-12-01,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,92470765.64936246,40657969.50502674
1654,Warner Bros.,R,129624380.57482655,11210336.415104061,1910,143,2006,12,2006-12-08,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297467369.1812255,482265089.92610586
1655,Walt Disney Studios Motion Pictures,R,51849752.22993062,19450921.236511394,2465,139,2006,12,2006-12-08,4,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716062465.9825267,649375820.706295
1656,Warner Bros.,PG,32406095.14370664,7538272.149990088,2775,90,2006,12,2006-12-08,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,21589230.94334985,199100586.3616931
1657,Sony Pictures Entertainment (SPE),PG-13,110180723.48860256,16564586.820445985,2610,136,2006,12,2006-12-08,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,533814741.4881085,1089114007.947794
1658,Paramount Pictures,G,110180723.48860256,14851522.856521307,3566,97,2006,12,2006-12-15,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,187201597.42741087,901343550.5038809
1659,Twentieth Century Fox,PG,129624380.57482655,30124585.494915754,3020,104,2006,12,2006-12-15,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,97257384.0330327,603830006.2591174
1660,Sony Pictures Entertainment (SPE),PG-13,71293409.3161546,34404525.88522299,2852,117,2006,12,2006-12-15,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,212022009.30692762,758742467.6854589
1661,Warner Bros.,R,24628632.309217043,115491.4343607532,5,141,2006,12,2006-12-20,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,691622385.1356584,154093408.8011669
1662,Metro-Goldwyn-Mayer (MGM),PG,31109851.337958373,15759949.959246777,3017,102,2006,12,2006-12-20,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,91088274.58783944,201042235.90852123
1663,Universal Pictures,R,98514529.23686817,649422.0354112983,16,109,2006,12,2006-12-25,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390182879.44396204,705711867.6782863
1664,DreamWorks,R,77774628.34489593,48063.424073339935,3,147,2006,12,2006-12-27,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2881929.7796134786,304358733.238015
1665,Picturehouse,R,24628632.309217043,737097.3739444994,17,118,2006,12,2006-12-29,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,293668998.6926069,48783636.57547075
1666,Paramount Pictures,PG-13,27138279.582641687,12154824.47397439,1360,123,2007,1,2007-01-05,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,134764021.92906773,609343322.3632452
1667,The Bigger Picture,PG-13,3101517.6665876214,956301.2805311834,458,101,2007,1,2007-01-05,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1303734.5818413564,88342028.84507932
1668,New Line Cinema,PG-13,25845980.554896846,5556885.8193028215,1736,84,2007,1,2007-01-05,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117262227.85368322,171561875.3172335
1669,Screen Gems,PG-13,16799887.36068295,28215167.870049797,2051,115,2007,1,2007-01-12,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,79290584.74439767,99717954.85294119
1670,Universal Pictures,R,21969083.47166232,18917648.85389495,2218,109,2007,1,2007-01-26,4,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61381769.449007854,293995044.15046096
1671,Sony Pictures Entertainment (SPE),PG-13,32307475.693621058,9897586.438996917,1622,124,2007,1,2007-01-26,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20081100.49937752,210209420.92321983
1672,Screen Gems,PG-13,20566744.799728744,18912819.88521811,2528,90,2007,2,2007-02-02,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45471572.66525143,273561046.1951702
1673,DreamWorks,PG-13,77125292.9989828,43955547.77462297,3136,103,2007,2,2007-02-09,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,285130679.91116345,1179129458.8419344
1674,Sony Pictures Classics,R,2570843.099966093,286649.00564621936,9,137,2007,2,2007-02-09,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14507411.580322262,70492730.31470132
1675,The Bigger Picture,PG-13,2827927.4099627025,314928.2797458464,429,117,2007,2,2007-02-09,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,826839.3878494515,142215949.934371
1676,Sony Pictures Entertainment (SPE),PG-13,141396370.49813512,58343787.923046306,3619,110,2007,2,2007-02-16,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295351812.87643844,703492772.293815
1677,Warner Bros.,PG,16710480.149779605,5725677.633098934,2155,104,2007,2,2007-02-23,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14144319.8405201,252833481.44271913
1678,New Line Cinema,R,38562646.4994914,19418863.355593886,2759,98,2007,2,2007-02-23,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,777163613.2225096,556000139.5033112
1679,Twentieth Century Fox,R,12854215.499830466,13205748.72905518,2702,80,2007,2,2007-02-23,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26148252.12262468,326094407.8759118
1680,Paramount Vantage,R,19107337.64462971,5277700.148126145,1252,116,2007,3,2007-03-02,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41692847.20702897,356849771.31492615
1681,Paramount Pictures,R,82798463.12672874,17063629.54838521,2362,157,2007,3,2007-03-02,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,515586486.4466247,247515007.75714728
1682,Warner Bros.,R,82798463.12672874,90295292.0165472,3103,117,2007,3,2007-03-09,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350670361.6590641,418783737.7324548
1683,Fox Searchlight Pictures,PG-13,12101313.841598816,316611.1324165336,6,122,2007,3,2007-03-09,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51115809.024661124,50035859.910347894
1684,Sony Pictures Entertainment (SPE),PG-13,25476450.19283961,22366653.28800304,2831,96,2007,3,2007-03-16,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60955724.12018388,335056559.18163115
1685,Universal Pictures,R,25476450.19283961,9990239.641931903,1805,89,2007,3,2007-03-16,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97029455.86114877,256956961.2401313
1686,Fox Searchlight Pictures,R,14012047.606061786,7228690.525361331,1776,94,2007,3,2007-03-16,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,70128819.49279457,285993869.4244191
1687,Paramount Pictures,R,77703173.08816081,18500451.66018349,2806,124,2007,3,2007-03-23,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216715781.72402617,567376605.0598838
1688,Sony Pictures Entertainment (SPE),R,25476450.19283961,9503594.859460829,1671,124,2007,3,2007-03-23,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50435429.7517685,515285762.5474236
1689,Warner Bros.,PG,43309965.32782734,30896826.10498072,3110,87,2007,3,2007-03-23,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,68976339.90920955,382940280.8374777
1690,Fox Atomic,R,19107337.64462971,12338705.952140715,2447,89,2007,3,2007-03-23,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26500814.945128366,109874602.7969159
1691,ImaginAsian Pictures,R,1655969.2625345748,106232.97583661226,4,135,2007,3,2007-03-23,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816569.9077583856,845774.9891913438
1692,Miramax,R,20381160.15427169,2556561.776851455,955,99,2007,3,2007-03-30,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5860328.730521251,854047406.5247288
1693,DreamWorks,PG-13,77703173.08816081,42054233.645467296,3372,93,2007,3,2007-03-30,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,151068404.76321635,468417145.4580052
1694,Sony Pictures Classics,R,26577620.15811424,142406.6856100558,9,145,2007,4,2007-04-04,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,824223058.0935385,7380212.768936023
1695,Miramax,R,31640023.997755047,1899667.0408252128,235,116,2007,4,2007-04-06,4,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,234236231.17408362,465083783.44953144
1696,Dimension Films,R,84795264.31398353,14676684.544507125,2624,191,2007,4,2007-04-06,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320156017.9842964,159228460.7934983
1697,Chicago Pictures,PG-13,32905624.957665246,5014798.259533785,1607,102,2007,4,2007-04-13,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8708628.048363216,92529983.1621405
1698,First Look International,R,949200.7199326514,3908175.7642027033,877,86,2007,4,2007-04-13,4,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,6986583.039857561,6986583.03985756
1699,DreamWorks,PG-13,25312019.198204037,28127958.553186957,2925,105,2007,4,2007-04-13,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,177324479.88298357,420723957.48093283
1700,Twentieth Century Fox,R,56952043.195959084,6329541.23911634,1720,99,2007,4,2007-04-13,4,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,126874567.52580327,89781997.96295701
1701,Screen Gems,R,24046418.238293834,9622839.96415819,2551,85,2007,4,2007-04-20,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24506546.45128359,263169827.62552947
1702,Sony Pictures Entertainment (SPE),PG-13,324541863.6300246,190091611.3485133,4252,139,2007,5,2007-05-04,4,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1638974272.545054,1355928060.8848176
1703,Xenon Pictures,R,6289571.000581873,32579.977783014103,117,84,2007,5,2007-05-04,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32579.977783014103,49967257.16416757
1704,City Lights Pictures,R,10063313.600930996,52594.65062106574,1,99,2007,5,2007-05-11,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11953476.15740109,43572714.9032218
1705,Fox Searchlight Pictures,R,188687.1300174562,77866.1469014037,2,86,2007,5,2007-05-16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11874613.189705167,11874613.189705165
1706,DreamWorks,PG,201266272.01861992,152999185.88278854,4122,93,2007,5,2007-05-18,4,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,405954000.2183612,2514265264.865816
1707,Walt Disney Studios Motion Pictures,PG-13,377374260.03491235,144324043.497396,4362,169,2007,5,2007-05-25,4,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770134284.2452788,2253756684.377097
1708,Picturehouse,PG-13,11299329.980033789,1702311.8574719704,1164,95,2007,6,2007-06-01,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11513001.690325825,160143234.16042212
1709,Universal Pictures,R,37664433.266779296,38531958.15821303,2871,129,2007,6,2007-06-01,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,332550242.6483473,379562324.4108819
1710,Metro-Goldwyn-Mayer (MGM),R,25109622.177852865,12576238.385011902,2453,120,2007,6,2007-06-01,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35843104.31114652,606409996.1241279
1711,Lionsgate,R,12805907.310704961,10299202.42935993,2350,94,2007,6,2007-06-08,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146110193.51419744,113454036.80958107
1712,Picturehouse,PG-13,31387027.72231608,225795.7664721241,8,140,2007,6,2007-06-08,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,12933597.272365997,19477559.444815557
1713,Twentieth Century Fox,PG,163212544.15604362,72882792.60140531,3959,92,2007,6,2007-06-15,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482237541.13560015,499967344.15798086
1714,Lionsgate,PG-13,11299329.980033789,86589.27659921671,1,123,2007,6,2007-06-22,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,240492040.5486437,84689258.8021604
1715,Universal Pictures,PG,219709194.05621254,39161738.8694613,3604,96,2007,6,2007-06-22,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1076201360.2118623,692636093.572067
1716,MGM/Weinstein,PG-13,31387027.72231608,25885091.427939255,2678,104,2007,6,2007-06-22,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,138065107.44346562,919917217.1143925
1717,Paramount Vantage,R,20087697.74228229,4957722.89810513,1355,108,2007,6,2007-06-22,4,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,12062780.134670602,448742535.6534439
1718,Twentieth Century Fox,PG-13,138102921.97819075,41894850.93657848,3408,128,2007,6,2007-06-27,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242304075.63151133,757880506.089774
1719,Walt Disney Studios Motion Pictures,G,188322166.3338965,59042006.02293234,3940,111,2007,6,2007-06-29,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,456342581.01595145,319448589.48330843
1720,Sony Pictures Classics,PG,3138702.772231608,7183.862905083704,2,100,2007,6,2007-06-29,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,235377.59829519276,1403926.7813374642
1721,DreamWorks,PG-13,188370083.3897426,88536933.02170438,4011,144,2007,7,2007-07-03,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1598506486.3774548,784065721.1854029
1722,Warner Bros.,PG-13,188370083.3897426,96832789.1682053,4285,138,2007,7,2007-07-11,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,366699712.3150663,1469804354.8023033
1723,Universal Pictures,PG-13,106743047.25418748,42990762.28162401,3495,115,2007,7,2007-07-20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,580191260.433078,928245731.543856
1724,Twentieth Century Fox,PG-13,94185041.6948713,92975438.27399075,3922,87,2007,7,2007-07-27,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,607274380.9233116,239618717.42590714
1725,Universal Pictures,PG-13,138391858.28960595,87166350.98419079,3660,115,2007,8,2007-08-03,4,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,570463404.1205924,893009549.1525481
1726,Paramount Pictures,PG-13,88067546.18429469,11536570.508318221,2540,127,2007,8,2007-08-10,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,48606916.952033736,518794538.17909056
1727,New Line Cinema,PG-13,176135092.36858937,63203561.68086303,3778,91,2007,8,2007-08-10,4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1325220411.652205,794311120.0457306
1728,Picturehouse,R,7548646.815796687,73644.59833491249,6,101,2007,8,2007-08-10,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,899475.3667376885,899475.3667376887
1729,Sony Pictures Entertainment (SPE),R,25162156.052655626,41583496.174925566,2948,113,2007,8,2007-08-17,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152813832.3635489,346809731.3645786
1730,Warner Bros.,PG-13,100648624.2106225,7487514.099558958,2776,99,2007,8,2007-08-17,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65122158.40999637,739127513.617145
1731,Metro-Goldwyn-Mayer (MGM),R,11322970.22369503,1614118.3418671873,260,90,2007,8,2007-08-17,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,405153525.23198146,29746431.300625157
1732,Slowhand Cinema Releasing,R,13839185.828960594,1322271.300567053,857,111,2007,8,2007-08-24,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1341841.167437006,141127631.0048508
1733,Lionsgate,R,69005755.67173484,17609055.60077701,2652,122,2007,9,2007-09-07,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,417627519.9294709,595715529.6280859
1734,Screen Gems,R,12546501.031224517,638116.297098182,700,93,2007,9,2007-09-07,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1130346.898805698,75232367.69861701
1735,New Line Cinema,R,48931354.02177562,6837843.062017362,2108,86,2007,9,2007-09-07,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16068478.267053572,260458405.52746487
1736,Freestyle Releasing,PG-13,40148803.29991846,6744998.9543863,2277,107,2007,9,2007-09-14,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13773198.784699503,37794704.47765685
1737,Excel Entertainment,PG,376395.0309367355,38680.862679265185,23,105,2007,9,2007-09-14,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128188.85568612402,128188.85568612402
1738,Warner Bros.,R,37639503.09367355,185452.34104273585,5,160,2007,9,2007-09-21,4,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4904614.195971029,279009480.0562495
1739,Focus Features,NC-17,18819751.546836775,80194.72529138088,1,157,2007,9,2007-09-28,4,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,510432118.7071073,72277580.13325281
1740,Universal Pictures,R,87825507.21857162,21498498.522758882,2793,110,2007,9,2007-09-28,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226776554.09772766,532101745.7106031
1741,Fox Searchlight Pictures,R,20074401.64995923,169299.9756151374,2,91,2007,9,2007-09-29,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,153715405.3592954,489340450.3701538
1742,Metro-Goldwyn-Mayer (MGM),PG-13,15023662.748401424,113200.79486541334,7,106,2007,10,2007-10-12,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7477882.904276907,81599713.44233388
1743,Sony Pictures Entertainment (SPE),R,26291409.809702493,13554207.058783552,2362,117,2007,10,2007-10-12,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37097300.08895527,398002121.6314856
